,Siruta,Localitate,Total_cif_afaceri
1623,45245,Bisoca,21965.0
1624,20670,Stefan Cel Mare,62993.0
1625,168130,Oras Ocnele Mari,0.0
1626,37057,Dangeni,555099.0
1627,78016,Dragutesti,0.0
1628,127171,Gradinari,3103141.0
1629,143557,Selimbar,178135.0
1630,159945,Carcaliu,3301705.0
1631,102605,Dragomiresti-Vale,2635640.0
1632,4302,Farau,303870.0
1633,86222,Ulies,0.0
1634,176338,Gura Calitei,0.0
1635,151763,Lita,9843943.0
1636,118995,Raciu,4417383.0
1637,28889,Cristioru De Jos,0.0
1638,159963,Casimcea,0.0
1639,94429,Scanteia,13796056.0
1640,12509,Tarnova,1673523.0
1641,110820,Breznita-Ocol,0.0
1642,61675,Deleni,8971216.0
1643,37100,Dobarceni,4185015.0
1644,151790,Municipiul Alexandria,163627469.0
1645,135404,Surani,613848.0
1646,102641,Dragoesti,34659328.0
1647,53489,Coronini,107630.0
1648,94456,Sfantu Gheorghe,53430989.0
1649,127224,Grojdibodu,2296852.0
1650,143619,Municipiul Medias,9650394.0
1651,135431,Sirna,1520747.0
1652,78089,Turcinesti,380781.0
1653,53513,Pojejena,774459.0
1654,151816,Nanov,89287919.0
1655,28941,Curatele,0.0
1656,69900,Municipiul Craiova,249697735.0
1657,4366,Galda De Jos,490993752.0
1658,127251,Ianca,9603885.0
1659,45334,Blajani,1106673.0
1660,151834,Poroschia,4162582.0
1661,110875,Brosteni,0.0
1662,12572,Varadia De Mures,39676.0
1663,143646,Tarnava,0.0
1664,94492,Stelnica,921841.0
1665,86311,Varsag,0.0
1666,168229,Alunu,0.0
1667,61737,Dobromir,9825817.0
1668,20778,Oras Buhusi,5457942.0
1669,160047,Ceatalchioi,0.0
1670,102703,Dridu,24590512.0
1671,45361,Boldu,8012163.0
1672,37173,Draguseni,0.0
1673,127288,Iancu Jianu,2416.0
1674,78141,Municipiul Motru,76738.0
1675,151870,Municipiul Rosiori De Vede,17717837.0
1676,176445,Homocea,0.0
1677,143682,Oras Agnita,1535230.0
1678,86339,Voslabeni,0.0
1679,94535,Suditi,6221692.0
1680,29001,Curtuiseni,3084761.0
1681,53577,Prigor,0.0
1682,45389,Bozioru,0.0
1683,69964,Bucovat,1984733.0
1684,135501,Soimari,0.0
1685,20821,Oras Comanesti,34257.0
1686,127322,Icoana,5865509.0
1687,102749,Oras Fierbinti-Targ,8665868.0
1688,160092,Ceamurlia De Jos,25807006.0
1689,86366,Zetea,583146.0
1690,37217,Durnesti,617122.0
1691,12643,Vinga,10660513.0
1692,94562,Stefan Cel Mare,13599885.0
1693,110946,Burila Mare,571985.0
1694,151905,Oras Videle,20119800.0
1695,29038,Derna,0.0
1696,61808,Garliciu,0.0
1697,119153,Rusii-Munti,0.0
1698,94580,Stefan Voda,18111864.0
1699,143735,Oras Cisnadie,28352039.0
1700,168309,Amarasti,0.0
1701,176506,Jaristea,1992409.0
1702,135547,Sotrile,0.0
1703,160127,Cerna,11584021.0
1704,151932,Crevenicu,0.0
1705,4482,Garbova,44956110.0
1706,61826,Ghindaresti,6414333.0
1707,53639,Ramna,8063208.0
1708,127368,Izbiceni,21789.0
1709,102794,Floresti-Stoenesti,460240.0
1710,20876,Municipiul Moinesti,547462.0
1711,94606,Ulmu,10915287.0
1712,12689,Varfurile,0.0
1713,143771,Oras Copsa Mica,0.0
1714,127386,Izvoarele,44314.0
1715,111006,Butoiesti,53859.0
1716,37280,Oras Flamanzi,279712.0
1717,29092,Diosig,5514381.0
1718,176551,Jitia,0.0
1719,86438,Madaras,5542.0
1720,119206,Saschiz,4657037.0
1721,151978,Oras Zimnicea,1656005311.0
1722,53675,Racasdia,10818560.0
1723,4525,Garda De Sus,0.0
1724,20910,Oras Slanic-Moldova,104493.0
1725,160172,Chilia Veche,31195.0
1726,61871,Independenta,37980897.0
1727,86446,Cozmeni,2829623.0
1728,127411,Leleasca,0.0
1729,78258,Oras Novaci,1341491.0
1730,86453,Tomesti,0.0
1731,168372,Oras Babeni,10045637.0
1732,102838,Frasinet,1720156.0
1733,45496,Bradeanu,16328412.0
1734,94651,Unirea,2360594.0
1735,86461,Ciceu,20324.0
1736,143806,Oras Dumbraveni,6530732.0
1737,151996,Balaci,4688572.0
1738,135618,Stefesti,0.0
1739,53700,Eftimie Murgu,0.0
1740,119242,Oras Sarmasu,3903621.0
1741,37324,Frumusica,16270119.0
1742,86479,Leliceni,0.0
1743,70094,Isalnita,372252.0
1744,86487,Porumbeni,0.0
1745,86495,Racu,283929.0
1746,70110,Podari,12006174.0
1747,53728,Rusca Montana,0.0
1748,94688,Valea Ciorii,5587250.0
1749,29154,Dobresti,0.0
1750,45539,Braesti,0.0
1751,160225,Ciucurova,12453167.0
1752,86501,Satu Mare,0.0
1753,135654,Talea,0.0
1754,152038,Babaita,1749147.0
1755,20965,Oras Targu Ocna,48259.0
1756,176613,Maicanesti,9009639.0
1757,143851,Oras Ocna Sibiului,2522288.0
1758,12778,Zabrani,3050262.0
1759,86519,Santimbru,5540.0
1760,78329,Oras Targu Carbunesti,592929.0
1761,111097,Cazanesti,0.0
1762,53755,Sacu,837727.0
1763,102909,Fratesti,29473623.0
1764,61951,Ion Corvin,0.0
1765,135681,Tataru,0.0
1766,127493,Maruntei,8670276.0
1767,168452,Oras Balcesti,13164083.0
1768,160261,Crisan,0.0
1769,94731,Valcelele,88345815.0
1770,12812,Zarand,218183.0
1771,21007,Agas,26624.0
1772,152083,Blejesti,5596115.0
1773,143888,Altina,80863.0
1774,37397,George Enescu,2763573.0
1775,53791,Sasca Montana,0.0
1776,70174,Simnicu De Sus,2272587.0
1777,102945,Frumusani,1167109.0
1778,119331,Oras Sangeorgiu De Padure,0.0
1779,176686,Mera,6231361.0
1780,135725,Teisani,0.0
1781,143922,Apoldu De Jos,0.0
1782,12849,Zerind,1505570.0
1783,94768,Vlad Tepes,32905976.0
1784,127536,Mihaesti,9298635.0
1785,45619,Breaza,104314.0
1786,160305,Daeni,2246886.0
1787,29243,Draganesti,619090.0
1788,152127,Bogdana,4267303.0
1789,160323,Dorobantu,0.0
1790,62020,Istria,10081121.0
1791,94795,Vladeni,4958023.0
1792,127563,Milcov,604419.0
1793,12876,Zimandu Nou,25858061.0
1794,37459,Gorbanesti,54072.0
1795,143959,Arpasu De Jos,752974.0
1796,119386,Sanger,395077.0
1797,53853,Sichevita,0.0
1798,4703,Hoparta,500704.0
1799,103014,Fundeni,12817063.0
1800,45673,Buda,0.0
1801,62057,Lipnita,8188717.0
1802,21098,Ardeoani,344193.0
1803,168559,Barbatesti,181216.0
1804,152172,Botoroaga,5485059.0
1805,176748,Milcovul,53641.0
1806,135789,Telega,0.0
1807,12912,Dorobanti,1123076.0
1808,111220,Ciresu,0.0
1809,78454,Oras Ticleni,0.0
1810,12920,Frumuseni,66479.0
1811,103032,Oras Fundulea,24406322.0
1812,143995,Atel,0.0
1813,160387,Frecatei,21548574.0
1814,21123,Asau,0.0
1815,127625,Morunglav,28090.0
1816,78472,Albeni,0.0
1817,12938,Zadareni,4895538.0
1818,168602,Oras Berbesti,29930.0
1819,176793,Movilita,0.0
1820,29341,Dragesti,0.0
1821,86687,Municipiul Deva,15687145.0
1822,4767,Horea,0.0
1823,135850,Tinosu,3799215.0
1824,152234,Bragadiru,4237140.0
1825,111275,Corcova,3652887.0
1826,37547,Havarna,332019.0
1827,119466,Sanpaul,1245852.0
1828,160430,Greci,346025.0
1829,70316,Municipiul Bailesti,8090806.0
1830,103087,Gaiseni,250903.0
1831,144054,Oras Avrig,31051699.0
1832,45753,Calvini,0.0
1833,62137,Mereni,24084405.0
1834,152252,Branceni,1426816.0
1835,127689,Movileni,2931443.0
1836,160458,Grindu,0.0
1837,21196,Balcani,0.0
1838,152270,Bujoreni,7986734.0
1839,78542,Alimpesti,0.0
1840,70352,Municipiul Calafat,14596004.0
1841,176855,Nanesti,8104995.0
1842,135896,Tomsani,17922152.0
1843,29403,Finis,0.0
1844,103130,Ganeasa,216004216.0
1845,86749,Carjiti,0.0
1846,160476,Hamcearca,2193899.0
1847,168675,Berislavesti,466370.0
1848,127714,Nicolae Titulescu,8177424.0
1849,119527,Sanpetru De Campie,142934.0
1850,62191,Mihail Kogalniceanu,21950993.0
1851,37618,Hanesti,6088273.0
1852,144116,Axente Sever,500.0
1853,45815,C.a. Rosetti,3133352.0
1854,152314,Bujoru,6516157.0
1855,176891,Naruja,38800.0
1856,21249,Beresti-Bistrita,0.0
1857,127750,Obarsia,614870.0
1858,78604,Aninoasa,0.0
1859,152332,Buzescu,1011573.0
1860,70414,Oras Filiasi,48765.0
1861,135949,Valea Calugareasca,4296641.0
1862,160528,Horia,378960.0
1863,144152,Bazna,5052456.0
1864,29467,Girisu De Cris,1450514.0
1865,103194,Gaujani,18944757.0
1866,86810,Municipiul Hunedoara,115943.0
1867,152350,Calinesti,6309850.0
1868,119590,Solovastru,0.0
1869,37672,Hiliseu-Horia,4141065.0
1870,54056,Slatina-Timis,0.0
1871,62253,Mihai Viteazu,12740985.0
1872,168755,Boisoara,0.0
1873,176944,Nereju,0.0
1874,160564,Izvoarele,11780634.0
1875,111417,Corlatel,0.0
1876,4927,Ighiu,5557930.0
1877,45888,Canesti,0.0
1878,144198,Biertan,223939.0
1879,127812,Oboga,47611.0
1880,103238,Ghimpati,13652005.0
1881,62280,Mircea Voda,2093838.0
1882,119625,Stanceni,0.0
1883,78668,Arcani,3626123.0
1884,29519,Hidiselu De Sus,1105536.0
1885,95060,Municipiul Iasi,328635982.0
1886,111444,Cujmir,6409707.0
1887,168791,Budesti,133356.0
1888,21338,Beresti-Tazlau,1331423.0
1889,54109,Socol,0.0
1890,152412,Calmatuiu,10453976.0
1891,86883,Ghelari,0.0
1892,37734,Hlipiceni,2967066.0
1893,70502,Oras Segarcea,243146321.0
1894,177003,Nistoresti,0.0
1895,144232,Barghis,1494881.0
1896,160617,Jijila,27226617.0
1897,119661,Suplac,131639.0
1898,13169,Municipiul Pitesti,67129550.0
1899,95088,Barnova,2223348.0
1900,103283,Garbovi,1361448.0
1901,127858,Oporelu,0.0
1902,4981,Intregalde,0.0
1903,78711,Baia De Fier,0.0
1904,70520,Afumati,1329562.0
1905,111480,Devesel,4860802.0
1906,13187,Bascov,1631287.0
1907,29573,Holod,2785570.0
1908,160644,Jurilovca,3912843.0
1909,45959,Catina,0.0
1910,37770,Hudesti,1356070.0
1911,103309,Gogosari,2143211.0
1912,152467,Calmatuiu De Sus,4246530.0
1913,54163,Sopotu Nou,0.0
1914,62360,Oras Murfatlar,1512953.0
1915,86936,Teliucu Inferior,0.0
1916,127901,Optasi-Magura,0.0
1917,78748,Balanesti,0.0
1918,70566,Almaj,1250.0
1919,136107,Valea Doftanei,1630006.0
1920,21418,Berzunti,0.0
1921,119723,Suseni,0.0
1922,160680,Luncavita,6531212.0
1923,144303,Blajel,0.0
1924,168880,Bujoreni,3769914.0
1925,95159,Holboca,2245286.0
1926,152500,Cervenia,3264984.0
1927,103354,Gostinu,1879198.0
1928,62397,Oras Negru Voda,21701421.0
1929,37823,Ibanesti,0.0
1930,111550,Darvari,10378752.0
1931,46019,Cernatesti,162515.0
1932,127938,Orlea,319389.0
1933,136134,Varbilau,82301.0
1934,119750,Saulia,19293982.0
1935,103372,Gostinari,0.0
1936,21454,Barsanesti,88667587.0
1937,86990,Municipiul Petrosani,734988.0
1938,177101,Paltin,0.0
1939,152528,Ciolanesti,7095780.0
1940,160724,Mahmudia,12271742.0
1941,37850,Leorda,1015071.0
1942,13276,Bradu,7214117.0
1943,29662,Husasau De Tinca,8188691.0
1944,144349,Brateiu,27225544.0
1945,111587,Dumbrava,0.0
1946,62440,Nicolae Balcescu,77872449.0
1947,70637,Amarastii De Jos,4846080.0
1948,78828,Barbatesti,0.0
1949,103407,Gradinari,5814248.0
1950,127983,Osica De Sus,1899378.0
1951,5103,Jidvei,156225790.0
1952,13301,Oras Mioveni,0.0
1953,152564,Contesti,9627410.0
1954,119803,Sincai,0.0
1955,144376,Bradeni,0.0
1956,54270,Teregova,0.0
1957,21506,Blagesti,963259.0
1958,168960,Bunesti,0.0
1959,136198,Valcanesti,0.0
1960,152582,Cosmesti,0.0
1961,95239,Rediu,94393.0
1962,160779,Maliuc,13211189.0
1963,70673,Amarastii De Sus,0.0
1964,87059,Municipiul Lupeni,241923.0
1965,103443,Gradistea,7114655.0
1966,62486,Oltina,15005550.0
1967,37912,Lunca,979291.0
1968,78873,Bengesti-Ciocadia,1112702.0
1969,144410,Bruiu,3078552.0
1970,29724,Ineu,0.0
1971,46108,Chiliile,775129.0
1972,54305,Ticvaniu Mare,0.0
1973,87077,Oras Petrila,410943.0
1974,152617,Crangeni,1456018.0
1975,5167,Livezile,0.0
1976,103470,Greaca,2772508.0
1977,119858,Taureni,0.0
1978,136241,Cocorastii Colt,64829.0
1979,13365,Maracineni,104791.0
1980,128052,Perieti,1588885.0
1981,21560,Bogdanesti,154703626.0
1982,136250,Olari,4482778.0
1983,95293,Tomesti,17166048.0
1984,160831,Mihai Bravu,47638647.0
1985,29760,Lazuri De Beius,70150.0
1986,111685,Floresti,0.0
1987,37958,Manoleasa,23550336.0
1988,70726,Apele Vii,3586326.0
1989,62538,Ostrov,45980386.0
1990,144456,Chirpar,3337465.0
1991,169039,Cernisoara,0.0
1992,54350,Tarnova,0.0
1993,78926,Berlesti,0.0
1994,136269,Vadu Sapat,398389.0
1995,13392,Oras Stefanesti,2080972.0
1996,136278,Batrani,15355.0
1997,152662,Crangu,1941542.0
1998,177236,Paunesti,3529060.0
1999,119894,Oras Ungheni,18430907.0
2000,103513,Gruiu,2720633.0
2001,70744,Argetoaia,197817.0
2002,5210,Lopadea Noua,3720210.0
2003,21597,Brusturoasa,0.0
2004,87139,Oras Uricani,0.0
2005,46180,Chiojdu,0.0
2006,128105,Oras Piatra-Olt,976398.0
2007,177263,Poiana Cristei,13800.0
2008,160877,Mihail Kogalniceanu,45024968.0
2009,54387,Toplet,0.0
2010,29813,Lazareni,0.0
2011,95355,Oras Harlau,16752474.0
2012,144508,Carta,0.0
2013,87175,Municipiul Vulcan,465632.0
2014,54412,Turnu Ruieni,0.0
2015,160911,Murighiol,13711151.0
2016,103568,Gurbanesti,12827720.0
2017,62609,Pantelimon,2959170.0
2018,144535,Cartisoara,1013573.0
2019,152724,Didesti,1141168.0
2020,79004,Balteni,0.0
2021,169119,Caineni,0.0
2022,95391,Municipiul Pascani,35107254.0
2023,21668,Buhoci,60520.0
2024,111783,Garla Mare,0.0
2025,119974,Valea Larga,0.0
2026,46251,Cilibia,19677521.0
2027,144553,Darlos,1227074.0
2028,38063,Mihai Eminescu,13085921.0
2029,13490,Municipiul Campulung,311408.0
2030,87219,Oras Aninoasa,0.0
2031,128178,Parscoveni,0.0
2032,152760,Dobrotesti,907363.0
2033,5309,Lunca Muresului,1302623.0
2034,177352,Pufesti,2127872.0
2035,111818,Godeanu,0.0
2036,29902,Lugasu De Jos,140701.0
2037,87246,Banita,0.0
2038,62672,Pecineaga,31938300.0
2039,13524,Valea Mare Pravat,101893.0
2040,54485,Valiug,0.0
2041,144599,Gura Raului,0.0
2042,103639,Hotarele,3996324.0
2043,5336,Lupsa,0.0
2044,21720,Casin,16597703.0
2045,128221,Plesoiu,594903.0
2046,169182,Copaceni,367916.0
2047,70879,Oras Bechet,0.0
2048,152797,Dracsenei,329154.0
2049,160993,Nalbant,3676436.0
2050,54500,Varadia,519461.0
2051,79077,Bolbosi,0.0
2052,144615,Hoghilag,0.0
2053,46313,Cislau,0.0
2054,95471,Oras Targu Frumos,55636573.0
2055,70897,Bistret,51923541.0
2056,62707,Pestera,24101732.0
2057,111863,Gogosu,6430409.0
2058,87291,Municipiul Brad,1600.0
2059,29948,Lunca,0.0
2060,21757,Caiuti,0.0
2061,177405,Racoasa,39875.0
2062,54537,Vermes,0.0
2063,144651,Iacobeni,2200078.0
2064,161035,Niculitel,3124299.0
2065,95499,Ion Neculce,74180908.0
2066,103693,Iepuresti,5328026.0
2067,120076,Vargata,0.0
2068,38161,Mihaileni,1157469.0
2069,70940,Barca,6444864.0
2070,161053,Nufaru,310608.0
2071,136483,Municipiul Satu Mare,178843582.0
2072,152868,Draganesti De Vede,6211951.0
2073,169253,Costesti,3290.0
2074,46377,Cochirleanca,1782062.0
2075,62761,Poarta Alba,6658360.0
2076,128301,Poboru,2641747.0
2077,54573,Vrani,486263.0
2078,111916,Greci,274691.0
2079,79157,Borascu,12227715.0
2080,13622,Municipiul Curtea De Arges,413364.0
2081,70968,Botosesti-Paia,0.0
2082,30014,Madaras,16630062.0
2083,177469,Reghiu,761414.0
2084,87362,Criscior,40.0
2085,152902,Draganesti-Vlasca,60729500.0
2086,70986,Brabova,849703.0
2087,120138,Vatava,0.0
2088,144713,Jina,0.0
2089,136526,Municipiul Carei,46741137.0
2090,62798,Rasova,2451355.0
2091,161106,Ostrov,4095449.0
2092,103764,Ileana,36742569.0
2093,169306,Creteni,260404.0
2094,54617,Zavoi,0.0
2095,144731,Laslea,309664.0
2096,21855,Cleja,57193.0
2097,38241,Mihalaseni,660168.0
2098,13668,Oras Costesti,58451872.0
2099,46439,Colti,1899934.0
2100,62823,Saraiu,9015627.0
2101,136553,Capleni,0.0
2102,120174,Vetca,3375.0
2103,161133,Pardina,0.0
2104,111989,Grozesti,0.0
2105,30069,Magesti,0.0
2106,152948,Furculesti,18847065.0
2107,128374,Oras Potcoava,309074.0
2108,95612,Alexandru I. Cuza,0.0
2109,161151,Peceneaga,9954582.0
2110,87424,Oras Calan,1463914.0
2111,21891,Colonesti,0.0
2112,79237,Branesti,0.0
2113,169351,Daesti,365858.0
2114,71055,Bradesti,7894774.0
2115,46484,Costesti,4754077.0
2116,136599,Oras Negresti-Oas,23145709.0
2117,177557,Ruginesti,225198.0
2118,144795,Loamnes,586116.0
2119,161179,Sarichioi,24888953.0
2120,120218,Viisoara,0.0
2121,62878,Sacele,6129919.0
2122,112030,Gruia,1147753.0
2123,152993,Frumoasa,2823850.0
2124,54699,Zorlentu Mare,349140.0
2125,38321,Mileanca,255978.0
2126,95667,Andrieseni,23328482.0
2127,128436,Priseaca,233804.0
2128,62903,Seimeni,305754.0
2129,103862,Ion Roata,731639.0
2130,13757,Oras Topoloveni,496480.0
2131,169404,Danicei,669615.0
2132,120254,Vanatori,486403.0
2133,136642,Oras Tasnad,306262934.0
2134,153026,Galateni,8373670.0
2135,177600,Sihlea,5838074.0
2136,30149,Nojorid,21016224.0
2137,5577,Metes,0.0
2138,79308,Oras Bumbesti-Jiu,9349108.0
2139,112076,Hinova,0.0
2140,161231,Sfantu Gheorghe,0.0
2141,21971,Corbasca,0.0
2142,71126,Bralostita,0.0
2143,128472,Radomiresti,19003762.0
2144,46554,Cozieni,0.0
2145,103899,Izvoarele,8555431.0
2146,144866,Ludos,0.0
2147,153062,Gratia,0.0
2148,62949,Silistea,733440.0
2149,38376,Mitoc,0.0
2150,161259,Slava Cercheza,1287926.0
2151,177655,Slobozia Bradului,91603.0
2152,13819,Albestii De Arges,414713.0
2153,120316,Voivodeni,222808.0
2154,144893,Marpod,9479549.0
2155,112129,Husnicioara,259710.0
2156,95747,Aroneanu,2958894.0
2157,79362,Bumbesti-Pitic,0.0
2158,161286,Smardan,5931143.0
2159,62985,Targusor,203883.0
2160,136713,Acas,3348175.0
2161,128524,Redea,17410189.0
2162,153106,Izvoarele,3190772.0
2163,161302,Somova,4756710.0
2164,30229,Olcea,1111389.0
2165,120343,Zagar,0.0
2166,87576,Oras Hateg,1705753.0
2167,103960,Jilavele,2518554.0
2168,71199,Bratovoesti,610320.0
2169,144928,Oras Miercurea Sibiului,2377875.0
2170,153124,Lisa,10919629.0
2171,22059,Cotofanesti,0.0
2172,79406,Bustuchin,0.0
2173,95792,Baltati,4109227.0
2174,128560,Rotunda,663248.0
2175,120370,Zau De Campie,3738856.0
2176,38456,Nicseni,56477.0
2177,103997,Joita,1164324.0
2178,177726,Slobozia Ciorasti,62024682.0
2179,153151,Lunca,0.0
2180,30274,Osorhei,6119926.0
2181,136768,Andrid,9518706.0
2182,13891,Albestii De Muscel,378402.0
2183,5700,Mihalt,433449.0
2184,63045,Topalu,1746811.0
2185,144964,Merghindeal,0.0
2186,161348,Stejaru,48090279.0
2187,169547,Dragoesti,387616.0
2188,128588,Rusanesti,13938258.0
2189,87638,Municipiul Orastie,2440191.0
2190,38492,Paltinis,1864093.0
2191,71260,Breasta,402926.0
2192,144991,Micasasa,0.0
2193,22111,Damienesti,4585141.0
2194,63072,Topraisar,21025400.0
2195,136802,Apa,0.0
2196,177762,Soveja,0.0
2197,128613,Scarisoara,1910915.0
2198,161384,Topolog,11375831.0
2199,169583,Fauresti,0.0
2200,104047,Letca Noua,2266361.0
2201,13935,Albota,1596377.0
2202,87665,Oras Simeria,159089.0
2203,112245,Eselnita,0.0
2204,153204,Mavrodin,4040129.0
2205,5755,Miraslau,0.0
2206,30336,Pietroasa,0.0
2207,95872,Belcesti,24258978.0
2208,177799,Straoane,301873.0
2209,112263,Ilovat,0.0
2210,79497,Capreni,0.0
2211,38544,Pomarla,0.0
2212,145042,Mihaileni,0.0
2213,104083,Luica,0.0
2214,128659,Schitu,290791.0
2215,136848,Oras Ardud,117639763.0
2216,63125,Valu Lui Traian,46662414.0
2217,22166,Oras Darmanesti,0.0
2218,153240,Magura,11088948.0
2219,120478,Chibed,13650.0
2220,120487,Corunca,29303.0
2221,71340,Bulzesti,835452.0
2222,13999,Aninoasa,0.0
2223,63152,Lumina,34957669.0
2224,177842,Suraia,1127437.0
2225,46769,Galbinasi,4993719.0
2226,120496,Sarateni,31854.0
2227,38580,Prajeni,0.0
2228,104118,Mihai Bravu,2272235.0
2229,120502,Madaras,0.0
2230,63161,Dumbraveni,253001.0
2231,161464,Turcoaia,2446051.0
2232,120511,Bereni,0.0
2233,54975,Municipiul Cluj-Napoca,64648890.0
2234,153277,Maldaeni,4310490.0
2235,87745,Baia De Cris,7980.0
2236,5826,Mogos,0.0
2237,63170,Vulturu,21892672.0
2238,95943,Bivolari,107199559.0
2239,128711,Oras Scornicesti,20055106.0
2240,161482,Valea Nucarilor,8215496.0
2241,104136,Oras Mihailesti,59594896.0
2242,153295,Mereni,5852668.0
2243,112334,Ilovita,0.0
2244,30416,Pocola,0.0
2245,145104,Mosna,470519.0
2246,46803,Gheraseni,13946078.0
2247,169681,Fartatesti,14441.0
2248,63189,Tortoman,8163319.0
2249,136919,Batarci,0.0
2250,177879,Tanasoaia,222098.0
2251,22237,Dealu Morii,2179803.0
2252,63198,Amzacea,9443325.0
2253,55008,Municipiul Dej,6393454.0
2254,79585,Catunele,0.0
2255,14049,Arefu,0.0
2256,38633,Radauti-Prut,7036966.0
2257,46830,Ghergheasa,5215001.0
2258,112370,Isverna,0.0
2259,104181,Manastirea,3086333.0
2260,145140,Nocrich,0.0
2261,161525,I.c.bratianu,0.0
2262,153339,Marzanesti,17840833.0
2263,96003,Ungheni,0.0
2264,14085,Babana,0.0
2265,161543,Vacareni,2818141.0
2266,30470,Pomezeu,16377.0
2267,136964,Beltiug,3782638.0
2268,161552,Bestepe,2332677.0
2269,46867,Glodeanu Sarat,6128949.0
2270,55062,Cuzdrioara,63148.0
2271,38679,Rauseni,1484731.0
2272,161561,Valea Teilor,1097891.0
2273,71457,Calopar,1705577.0
2274,104225,Marsa,674786.0
2275,87843,Balsa,0.0
2276,79656,Ciuperceni,0.0
2277,153384,Mosteni,286941.0
2278,63278,Horia,18947881.0
2279,145202,Orlat,0.0
2280,104243,Moara Vlasiei,8418113.0
2281,63286,Costinesti,1818737.0
2282,153400,Nasturelu,4823637.0
2283,96058,Braesti,337088.0
2284,46910,Glodeanu-Silistea,64154485.0
2285,63294,Baraganu,8481105.0
2286,177986,Tataranu,13428185.0
2287,55106,Jichisu De Jos,0.0
2288,63300,Cuza Voda,433919.0
2289,145220,Pauca,812381.0
2290,137032,Berveni,723832.0
2291,38731,Ripiceni,11693246.0
2292,104270,Movilita,157617.0
2293,112469,Izvoru Barzii,0.0
2294,14165,Baiculesti,27804215.0
2295,63318,Saligny,127216.0
2296,63326,Gradina,112046.0
2297,71518,Caraula,0.0
2298,153437,Necsesti,0.0
2299,128864,Seaca,0.0
2300,63334,Fantanele,3239246.0
2301,30568,Popesti,40818.0
2302,22380,Dofteana,0.0
2303,96110,Butea,15271413.0
2304,137069,Bixad,173944.0
2305,71536,Carpen,0.0
2306,128882,Samburesti,0.0
2307,55160,Mica,95841.0
2308,79736,Calnic,0.0
2309,145275,Poiana Sibiului,0.0
2310,178046,Tamboesti,238772.0
2311,104323,Nana,5143991.0
2312,153473,Olteni,0.0
2313,137103,Barsau,0.0
2314,145293,Porumbacu De Jos,0.0
2315,96147,Ceplenita,0.0
2316,104341,Nicolae Balcescu,3045617.0
2317,71572,Castranova,1294666.0
2318,120726,Municipiul Piatra-Neamt,59510877.0
2319,38811,Roma,2217980.0
2320,47006,Grebanu,0.0
2321,6048,Noslac,94837.0
2322,153507,Orbeasca,11951350.0
2323,63394,Municipiul Sfantu Gheorghe,16282687.0
2324,112548,Jiana,0.0
2325,137130,Bogdand,1145619.0
2326,169896,Francesti,215847944.0
2327,71607,Calarasi,673573.0
2328,30648,Rabagani,0.0
2329,22460,Faraoani,1279124.0
2330,87996,Baru,0.0
2331,14272,Balilesti,0.0
2332,38848,Romanesti,4718753.0
2333,96192,Ciortesti,17220.0
2334,104387,Niculesti,1413864.0
2335,120771,Dumbrava Rosie,7797165.0
2336,128962,Spineni,187673.0
2337,153543,Peretu,11626844.0
2338,178117,Tulnici,0.0
2339,145355,Racovita,0.0
2340,71634,Celaru,1469424.0
2341,63447,Oras Baraolt,301839.0
2342,22488,Filipeni,0.0
2343,112600,Livezile,336382.0
2344,55259,Municipiul Turda,13010162.0
2345,79834,Crasna,3000.0
2346,153561,Piatra,2483250.0
2347,137185,Botiz,5834871.0
2348,104421,Nuci,6206001.0
2349,145382,Rau Sadului,0.0
2350,6119,Ocolis,0.0
2351,47079,Gura Teghii,0.0
2352,38893,Santa Mare,8871.0
2353,55277,Mihai Viteazu,85943216.0
2354,88047,Bacia,2317782.0
2355,153589,Pietrosani,3048273.0
2356,120824,Savinesti,8966095.0
2357,30719,Remetea,0.0
2358,96254,Ciurea,6131946.0
2359,161794,Municipiul Barlad,80373208.0
2360,145408,Rosia,63767.0
2361,178180,Tifesti,14061052.0
2362,153605,Plosca,1254306.0
2363,169994,Galicea,197247.0
2364,55311,Sandulesti,22000.0
2365,137229,Calinesti-Oas,0.0
2366,14352,Beleti-Negresti,0.0
2367,129040,Sprancenata,2999883.0
2368,71698,Cerat,804846.0
2369,6164,Ohaba,0.0
2370,153623,Plopii-Slavitesti,3740427.0
2371,112664,Malovat,0.0
2372,88092,Baita,68876.0
2373,120860,Municipiul Roman,76971142.0
2374,104485,Ogrezeni,321520.0
2375,63526,Oras Covasna,17169502.0
2376,161829,Municipiul Husi,49081680.0
2377,71723,Cernatesti,249998.0
2378,22576,Filipesti,10087601.0
2379,30773,Rieni,0.0
2380,47159,Largu,167436.0
2381,137274,Camarzana,0.0
2382,120888,Cordun,5239740.0
2383,55357,Municipiul Campia Turzii,10479045.0
2384,79932,Cruset,0.0
2385,145471,Sadu,114103.0
2386,63553,Comandau,0.0
2387,161856,Oras Negresti,5447531.0
2388,14405,Berevoesti,0.0
2389,38982,Suharau,918329.0
2390,104519,Oinacu,4677435.0
2391,129095,Stoenesti,3767069.0
2392,6217,Pianu,21211848.0
2393,137292,Cauas,151809.0
2394,96334,Coarnele Caprei,0.0
2395,47186,Lopatari,0.0
2396,129111,Stoicanesti,4624018.0
2397,55384,Municipiul Gherla,4368946.0
2398,145499,Oras Saliste,223066.0
2399,120922,Horia,27799770.0
