,Siruta,Localitate,Plante
2540,72150,Dragotesti,0.0
2541,47578,Mihailesti,0.0
2542,129503,Topana,0.0
2543,39391,Tudora,0.0
2544,55776,Aschileu,0.0
2545,6627,Ramet,0.0
2546,88546,Branisca,0.0
2547,31208,Spinus,0.0
2548,80365,Glogova,0.0
2549,145907,Tilisca,0.0
2550,39417,Ungureni,0.0
2551,121340,Bicazu Ardelean,0.0
2552,113153,Poroina Mare,0.0
2553,137728,Foieni,463199.0
2554,14851,Budeasa,0.0
2555,178689,Vartescoiu,3814501.0
2556,64005,Brates,0.0
2557,23047,Huruiesti,0.0
2558,145934,Turnu Rosu,0.0
2559,47630,Manzalesti,0.0
2560,104975,Schitu,0.0
2561,137746,Gherta Mica,0.0
2562,170514,Ionesti,0.0
2563,162327,Bacani,0.0
2564,154139,Seaca,0.0
2565,72221,Dranic,0.0
2566,31262,Suplacu De Barcau,0.0
2567,55838,Baciu,0.0
2568,129567,Traian,0.0
2569,137764,Halmeu,0.0
2570,64041,Bradut,0.0
2571,80427,Godinesti,0.0
2572,121386,Bira,0.0
2573,145961,Valea Viilor,0.0
2574,96815,Deleni,18387.0
2575,129585,Tufeni,0.0
2576,154166,Sfintesti,0.0
2577,113206,Pristol,0.0
2578,178750,Vrancioaia,0.0
2579,105026,Sinesti,0.0
2580,88644,Bretea Romana,0.0
2581,14922,Bughea De Jos,0.0
2582,154184,Segarcea-Vale,0.0
2583,145998,Vurpar,0.0
2584,162381,Bacesti,0.0
2585,113233,Prunisor,0.0
2586,72276,Farcas,0.0
2587,23127,Izvoru Berheciului,0.0
2588,14940,Buzoesti,0.0
2589,129629,Urzica,0.0
2590,146012,Alma,0.0
2591,64096,Bretcu,0.0
2592,31333,Simian,0.0
2593,146021,Boita,0.0
2594,6761,Rosia Montana,0.0
2595,39532,Unteni,0.0
2596,55918,Baisoara,980717.0
2597,137844,Hodod,78310.0
2598,154228,Silistea,0.0
2599,170612,Lalosu,0.0
2600,96888,Dobrovat,0.0
2601,129656,Valea Mare,0.0
2602,80506,Hurezani,0.0
2603,121466,Bargauani,0.0
2604,64130,Catalina,0.0
2605,178821,Vulturu,0.0
2606,96904,Dolhesti,0.0
2607,31379,Sinteu,0.0
2608,105106,Singureni,0.0
2609,162452,Balteni,0.0
2610,47774,Movila Banului,0.0
2611,23207,Lipova,6214.0
2612,154282,Silistea-Gumesti,0.0
2613,137899,Homoroade,0.0
2614,96940,Dumesti,0.0
2615,80560,Ionesti,0.0
2616,105142,Slobozia Moara,0.0
2617,129718,Vadastra,0.0
2618,39612,Vaculesti,0.0
2619,31422,Soimi,207842.0
2620,72383,Galicea Mare,0.0
2621,170685,Ladesti,0.0
2622,162498,Berezeni,0.0
2623,64194,Cernat,0.0
2624,154308,Sarbeni,0.0
2625,178885,Negrilesti,0.0
2626,105160,Snagov,0.0
2627,47818,Murgesti,0.0
2628,178894,Ploscuteni,0.0
2629,56014,Belis,0.0
2630,129745,Vadastrita,0.0
2631,88788,Buces,0.0
2632,178901,Popesti,0.0
2633,15064,Caldararu,0.0
2634,72409,Ghercesti,0.0
2635,178910,Paulesti,0.0
2636,129763,Valeni,0.0
2637,80613,Jupanesti,0.0
2638,39658,Viisoara,0.0
2639,137960,Lazuri,0.0
2640,154344,Slobozia Mandra,0.0
2641,47854,Naeni,946143.0
2642,64238,Chichis,1768.0
2643,97009,Erbiceni,0.0
2644,113395,Punghina,0.0
2645,178929,Biliesti,0.0
2646,178938,Gologanu,0.0
2647,23289,Livezi,0.0
2648,162559,Blagesti,0.0
2649,178947,Obrejita,0.0
2650,15108,Calinesti,0.0
2651,121607,Bodesti,0.0
2652,105222,Sohatu,0.0
2653,64265,Dobarlau,0.0
2654,39694,Varfu Campului,0.0
2655,72463,Gighera,0.0
2656,154380,Smardioasa,0.0
2657,178956,Rastoaca,0.0
2658,6930,Rosia De Secas,0.0
2659,31510,Suncuius,0.0
2660,178965,Spulber,0.0
2661,129816,Verguleasa,0.0
2662,56096,Bobalna,0.0
2663,162595,Bogdana,15753.0
2664,80677,Lelesti,0.0
2665,88868,Bucuresci,0.0
2666,97063,Focuri,0.0
2667,105259,Spantov,0.0
2668,170792,Lapusata,0.0
2669,47916,Oras Nehoiu,0.0
2670,154415,Stejaru,0.0
2671,121652,Borca,0.0
2672,138039,Oras Livada,109294.0
2673,23350,Luizi-Calugara,0.0
2674,39738,Vladeni,0.0
2675,72506,Giubega,0.0
2676,113466,Rogova,0.0
2677,64318,Ghelinta,0.0
2678,6976,Salciua,0.0
2679,97090,Golaiesti,0.0
2680,80711,Licurici,0.0
2681,31565,Tarcea,0.0
2682,105295,Stanesti,0.0
2683,72533,Giurgita,0.0
2684,113493,Salcia,0.0
2685,146263,Municipiul Suceava,618583.0
2686,64345,Ghidfalau,0.0
2687,88920,Bulzestii De Sus,0.0
2688,23387,Magiresti,0.0
2689,154460,Suhaia,0.0
2690,138084,Mediesu Aurit,0.0
2691,129898,Visina,0.0
2692,146281,Ipotesti,0.0
2693,113518,Stangaceaua,0.0
2694,39792,Vlasinesti,0.0
2695,31609,Tarcaia,0.0
2696,170872,Livezi,0.0
2697,129914,Vitomiresti,0.0
2698,80766,Logresti,0.0
2699,15233,Cateasca,0.0
2700,72579,Gangiova,0.0
2701,154497,Storobaneasa,0.0
2702,7044,Salistea,0.0
2703,105348,Stoenesti,0.0
2704,121732,Borlesti,13906.0
2705,64390,Haghig,0.0
2706,162693,Bogdanesti,0.0
2707,56210,Bontida,0.0
2708,48021,Odaile,0.0
2709,146325,Mitocu Dragomirnei,0.0
2710,23449,Manastirea Casin,0.0
2711,154521,Talpa,0.0
2712,39836,Vorniceni,0.0
2713,72604,Gogosu,0.0
2714,97189,Gorban,0.0
2715,31654,Tauteu,0.0
2716,105384,Soldanu,2645285.0
2717,64425,Ilieni,0.0
2718,138164,Micula,0.0
2719,7099,Sasciori,0.0
2720,179132,Municipiul Bucuresti,29007348.0
2721,39872,Vorona,0.0
2722,146370,Oras Salcea,0.0
2723,72640,Goicea,0.0
2724,129987,Valcele,0.0
2725,89026,Bunila,0.0
2726,121796,Botesti,0.0
2727,23494,Motoseni,0.0
2728,113607,Svinita,0.0
2729,56265,Borsa,0.0
2730,105419,Stefanestii De Jos,0.0
2731,170952,Lungesti,0.0
2732,64461,Lemnia,0.0
2733,80846,Matasari,0.0
2734,15313,Cepari,240.0
2735,97241,Grajduri,0.0
2736,113625,Sisesti,0.0
2737,154585,Tatarastii De Jos,0.0
2738,138208,Moftin,0.0
2739,31716,Tileagd,0.0
2740,72677,Goiesti,0.0
2741,162791,Bogdanita,0.0
2742,130026,Vladila,0.0
2743,105455,Tamadau Mare,0.0
2744,64504,Malnas,0.0
2745,89080,Burjuc,0.0
2746,146432,Scheia,0.0
2747,39942,Lozna,0.0
2748,56327,Buza,0.0
2749,48138,Padina,0.0
2750,80908,Musetesti,0.0
2751,130062,Voineasa,0.0
2752,171021,Malaia,0.0
2753,121876,Bozieni,0.0
2754,39959,Dimacheni,0.0
2755,179221,Oras Bragadiru,0.0
2756,7197,Scarisoara,0.0
2757,39967,Candesti,0.0
2758,56354,Caianu,0.0
2759,113698,Sovarna,0.0
2760,48165,Pardosi,0.0
2761,39975,Cosula,0.0
2762,97321,Gropnita,0.0
2763,15402,Cetateni,0.0
2764,138280,Odoreu,0.0
2765,154665,Tatarastii De Sus,0.0
2766,31789,Tinca,0.0
2767,39983,Blandesti,0.0
2768,179249,Chiajna,668204.0
2769,162871,Botesti,560295.0
2770,64568,Moacsa,0.0
2771,171067,Mateesti,0.0
2772,89151,Cerbal,0.0
2773,105534,Tartasesti,0.0
2774,146502,Municipiul Campulung Moldovenesc,122945.0
2775,113732,Tamna,0.0
2776,130124,Vulpeni,0.0
2777,121938,Brusturi,0.0
2778,80980,Negomir,0.0
2779,154709,Toporu,0.0
2780,179285,Oras Chitila,0.0
2781,15448,Cicanesti,0.0
2782,64602,Ojdula,0.0
2783,23644,Negri,0.0
2784,171101,Maciuca,0.0
2785,31841,Tulca,0.0
2786,40035,Adaseni,0.0
2787,48227,Panatau,0.0
2788,105570,Tunari,0.0
2789,56425,Calarasi,0.0
2790,146539,Municipiul Falticeni,1754304.0
2791,179310,Dobroesti,5645.0
2792,138351,Orasu Nou,0.0
2793,162924,Bunesti-Averesti,2914125.0
2794,72819,Grecesti,0.0
2795,154736,Traian,0.0
2796,97394,Grozesti,0.0
2797,64639,Ozun,0.0
2798,154754,Trivalea-Mosteni,0.0
2799,105605,Ulmeni,0.0
2800,15493,Ciofrangeni,0.0
2801,31878,Tetchea,0.0
2802,56461,Calatele,0.0
2803,179347,Glina,0.0
2804,105623,Ulmi,0.0
2805,89240,Certeju De Sus,0.0
2806,146584,Oras Gura Humorului,0.0
2807,97438,Halaucesti,0.0
2808,23715,Nicolae Balcescu,323.0
2809,154790,Troianul,0.0
2810,122025,Ceahlau,0.0
2811,31921,Uileacu De Beius,0.0
2812,72882,Izvoare,0.0
2813,7348,Sancel,0.0
2814,179383,Jilava,0.0
2815,130231,Vulturesti,0.0
2816,97465,Helesteni,0.0
2817,113849,Vanatori,0.0
2818,163002,Codaesti,0.0
2819,138431,Paulesti,12326.0
2820,15554,Ciomagesti,0.0
2821,48325,Oras Patarlagele,0.0
2822,81095,Pades,77690.0
2823,146628,Municipiul Radauti,5996.0
2824,56522,Camarasu,0.0
2825,171209,Madulari,0.0
2826,122061,Candesti,0.0
2827,64719,Poian,0.0
2828,154834,Tiganesti,0.0
2829,179409,Oras Magurele,45990261.0
2830,7384,Santimbru,0.0
2831,146655,Oras Siret,0.0
2832,72926,Leu,0.0
2833,154852,Vedea,0.0
2834,113894,Vanjulet,0.0
2835,31976,Vadu Crisului,0.0
2836,97517,Horlesti,0.0
2837,130286,Balteni,0.0
2838,105712,Valea Argovei,1808985.0
2839,163057,Coroiesti,0.0
2840,23797,Oituz,0.0
2841,130295,Calui,0.0
2842,56568,Capusu Mare,0.0
2843,72953,Lipovu,24183.0
2844,130302,Gavanesti,0.0
2845,64773,Reci,0.0
2846,89348,Densus,0.0
2847,179463,Mogosoaia,34963.0
2848,40198,Municipiul Brasov,211496.0
2849,130311,Ghimpeteni,0.0
2850,138501,Petresti,0.0
2851,113929,Vladaia,0.0
2852,171272,Maldaresti,0.0
2853,97553,Ipatele,0.0
2854,130320,Gradinile,0.0
2855,72980,Macesu De Jos,0.0
2856,122132,Costisa,0.0
2857,7446,Sohodol,0.0
2858,40214,Oras Ghimbav,0.0
2859,146708,Oras Solca,0.0
2860,32027,Oras Valea Lui Mihai,0.0
2861,179481,Oras Otopeni,1477.0
2862,154914,Viisoara,0.0
2863,81184,Pestisani,0.0
2864,130339,Gura Padinii,0.0
2865,15652,Cocu,0.0
2866,138538,Pir,0.0
2867,32045,Viisoara,0.0
2868,130348,Ipotesti,0.0
2869,40241,Municipiul Codlea,0.0
2870,105776,Valea Dragului,0.0
2871,73013,Macesu De Sus,0.0
2872,130357,Osica De Jos,0.0
2873,154932,Vartoape,0.0
2874,113974,Voloiac,0.0
2875,179515,Oras Pantelimon,1500.0
2876,64826,Sanzieni,0.0
2877,146744,Municipiul Vatra Dornei,0.0
2878,23868,Oncesti,0.0
2879,130366,Sarbii - Magura,0.0
2880,171325,Mihaesti,0.0
2881,105794,Valea Macrisului,0.0
2882,163137,Costesti,0.0
2883,73031,Maglavit,0.0
2884,130375,Visina Noua,0.0
2885,97606,Lespezi,0.0
2886,122187,Cracaoani,0.0
2887,138574,Piscolt,0.0
2888,179533,Oras Popesti Leordeni,0.0
2889,130384,Soparlita,0.0
2890,89428,Dobra,0.0
2891,40278,Municipiul Fagaras,293842.0
2892,32090,Varciorog,0.0
2893,56666,Caseiu,0.0
2894,179551,Oras Voluntari,384535.0
2895,154978,Zambreasca,0.0
2896,105829,Vasilati,0.0
2897,48487,Pietroasele,0.0
2898,64871,Turia,0.0
2899,73068,Malu Mare,0.0
2900,146799,Adancata,0.0
2901,40303,Oras Predeal,0.0
2902,81264,Plopsoru,0.0
2903,154996,Nenciulesti,0.0
2904,138618,Pomi,0.0
2905,15741,Corbeni,0.0
2906,179588,Copaceni,212561.0
2907,122249,Damuc,0.0
2908,64906,Valea Crisului,0.0
2909,163208,Cretesti,0.0
2910,23948,Orbeni,0.0
2911,114060,Branistea,0.0
2912,97679,Letcani,0.0
2913,73102,Melinesti,0.0
2914,105874,Varasti,0.0
2915,179604,Poienile Izei,0.0
2916,32153,Tamaseu,0.0
2917,114079,Vrata,0.0
2918,179613,Sieu,0.0
2919,32161,Paleu,336011.0
2920,179622,Grosii Tiblesului,0.0
2921,138663,Sanislau,0.0
2922,23975,Palanca,0.0
2923,122285,Dobreni,8650.0
2924,48557,Parscov,0.0
2925,179631,Treznea,0.0
2926,64942,Valcele,0.0
2927,146860,Arbore,0.0
2928,40367,Oras Rasnov,0.0
2929,32179,Sannicolau Roman,4417.0
2930,105909,Vedea,0.0
2931,163253,Danesti,0.0
2932,179640,Vulcana-Pandele,0.0
2933,32187,Rosiori,0.0
2934,97722,Lungani,0.0
2935,32195,Gepiu,0.0
2936,56773,Catina,0.0
2937,32201,Toboliu,421806.0
2938,179659,Negrilesti,0.0
2939,155083,Beciu,0.0
2940,40394,Oras Rupea,0.0
2941,171469,Milcoiu,0.0
2942,105936,Vidra,0.0
2943,15830,Corbi,0.0
2944,155092,Beuca,0.0
2945,89561,Oras Geoagiu,0.0
2946,146904,Baia,0.0
2947,179677,Camin,0.0
2948,24034,Parava,0.0
2949,179686,Dumitrita,0.0
2950,64997,Varghis,0.0
2951,81380,Polovragi,0.0
2952,130534,Municipiul Ploiesti,837375.0
2953,155109,Dracea,0.0
2954,122347,Doljesti,0.0
2955,138734,Santau,0.0
2956,155118,Fantanele,0.0
2957,179695,Simisna,0.0
2958,97777,Madarjac,0.0
2959,146931,Oras Milisauti,0.0
2960,65011,Zagon,0.0
2961,179702,Traian,0.0
2962,105972,Vanatorii Mici,0.0
2963,155127,Frasinet,0.0
2964,40438,Municipiul Sacele,21476129.0
2965,130552,Barcanesti,0.0
2966,179711,Vladeni,0.0
2967,163324,Deleni,0.0
2968,155136,Purani,0.0
2969,81415,Prigoria,0.0
2970,179720,Poiana Ilvei,0.0
2971,155145,Saelele,0.0
2972,56844,Ceanu Mare,2202.0
2973,138770,Sacaseni,0.0
2974,155154,Uda-Clocociov,0.0
2975,40465,Oras Victoria,0.0
2976,171539,Muereasca,0.0
2977,97811,Mircesti,0.0
2978,65048,Zabala,0.0
2979,24089,Parincea,0.0
2980,179739,Malu,0.0
2981,122392,Dragomiresti,0.0
2982,15901,Cosesti,0.0
2983,73246,Mischii,0.0
2984,179748,Cosoba,0.0
2985,48682,Podgoria,3747772.0
2986,40492,Oras Zarnesti,0.0
2987,179757,Herasti,0.0
2988,146995,Balcauti,0.0
2989,163379,Delesti,0.0
2990,179766,Isvoarele,0.0
2991,130614,Berceni,0.0
2992,138805,Sauca,9530.0
2993,179775,Sabareni,0.0
2994,179784,Boranesti,0.0
2995,65099,Valea Mare,0.0
2996,40526,Apata,0.0
2997,65105,Mereni,0.0
2998,97875,Mironeasa,0.0
2999,179793,Buesti,0.0
3000,89687,Gurasada,0.0
3001,7767,Stremt,0.0
3002,81497,Rosia De Amaradia,0.0
3003,65113,Arcus,0.0
3004,179800,Maia,0.0
3005,122463,Dulcesti,0.0
3006,147036,Bilca,0.0
3007,40544,Beclean,0.0
3008,65121,Bixad,0.0
3009,73317,Marsani,0.0
3010,48744,Oras Pogoanele,0.0
3011,179819,Ograda,0.0
3012,155243,Municipiul Timisoara,1385495.0
3013,147054,Bogdanesti,0.0
3014,171628,Nicolae Balcescu,0.0
3015,15983,Cotmeana,0.0
3016,65139,Micfalau,0.0
3017,73335,Motatei,91919.0
3018,179828,Rosiori,0.0
3019,130678,Blejoi,0.0
3020,138869,Socond,0.0
3021,24187,Pancesti,0.0
3022,65147,Dalnic,0.0
3023,97919,Miroslava,0.0
3024,179837,Coas,0.0
3025,155261,Dumbravita,2911848.0
3026,7810,Sibot,0.0
3027,65154,Estelnic,0.0
3028,147072,Boroaia,0.0
3029,48771,Posta Calnau,174149741.0
3030,179846,Coltau,0.0
3031,32394,Municipiul Bistrita,13749133.0
3032,179855,Gardani,0.0
3033,114319,Municipiul Targu Mures,184158.0
3034,130712,Brazi,0.0
3035,73371,Murgasi,0.0
3036,179864,Oncesti,0.0
3037,155289,Ghiroda,0.0
3038,56988,Chinteni,44043.0
3039,163486,Dragomiresti,0.0
3040,40606,Bod,0.0
3041,179873,Agris,0.0
3042,179882,Ciumesti,0.0
3043,81576,Runcu,0.0
3044,138921,Supur,735333.0
3045,155314,Giroc,952278.0
3046,179891,Raciu,0.0
3047,114355,Cristesti,57788.0
3048,122551,Farcasa,0.0
3049,7865,Sona,0.0
3050,40633,Bran,42855.0
3051,147134,Bosanci,0.0
3052,179908,Pietrari,0.0
3053,89801,Harau,0.0
3054,48842,Puiesti,0.0
3055,179917,Rau Alb,0.0
3056,114382,Sancraiu De Mures,0.0
3057,24276,Pargaresti,0.0
3058,179926,Rascaeti,0.0
3059,155350,Municipiul Lugoj,103682.0
3060,147161,Botosana,0.0
3061,179935,Persinari,0.0
3062,130785,Bucov,0.0
3063,32483,Oras Beclean,38050.0
3064,179944,Runcu Salvei,0.0
3065,40688,Budila,0.0
3066,114417,Sangeorgiu De Mures,0.0
3067,179953,Ciceu- Mihaiesti,205.0
3068,122613,Faurei,0.0
3069,73460,Negoi,0.0
3070,179962,Galbinasi,0.0
3071,81656,Samarinesti,0.0
3072,57083,Chiuiesti,0.0
3073,40704,Bunesti,0.0
3074,89856,Ilia,0.0
3075,179971,Colelia,0.0
3076,98051,Miroslovesti,0.0
3077,139009,Tarna Mare,0.0
3078,16132,Cuca,0.0
3079,147205,Breaza,0.0
3080,7945,Spring,0.0
3081,155403,Oras Buzias,590840.0
3082,179980,Marculesti,0.0
3083,24338,Parjol,0.0
3084,114453,Santana De Mures,30041.0
3085,48922,Racoviteni,0.0
3086,171806,Olanu,0.0
3087,179999,Moldoveni,0.0
3088,73503,Orodel,0.0
3089,130847,Paulesti,0.0
3090,32544,Oras Nasaud,0.0
3091,163618,Dranceni,0.0
3092,180000,Platonesti,0.0
3093,147241,Brodina,0.0
3094,139054,Terebesti,0.0
3095,122668,Gheraesti,0.0
3096,180019,Sarateni,0.0
3097,65342,Municipiul Targoviste,3156519.0
3098,180028,Porumbesti,0.0
3099,40768,Cata,0.0
3100,98113,Mogosesti,0.0
3101,155458,Oras Deta,0.0
3102,180037,Boghis,0.0
3103,48968,Ramnicelu,0.0
3104,57163,Ciucea,0.0
3105,180046,Gura Ialomitei,0.0
3106,130892,Targsoru Vechi,0.0
3107,8014,Sugag,0.0
3108,106318,Municipiul Baia Mare,4043069.0
3109,122702,Girov,0.0
3110,114514,Municipiul Sighisoara,0.0
3111,180055,Crivat,0.0
3112,32599,Oras Sangeorz-Bai,0.0
3113,81754,Sacelu,0.0
3114,73567,Ostroveni,0.0
3115,139107,Tiream,0.0
3116,180064,Barbulesti,0.0
3117,65379,Aninoasa,0.0
3118,89954,Lapugiu De Jos,0.0
3119,163681,Duda-Epureni,0.0
3120,155494,Oras Jimbolia,115360.0
3121,171879,Orlesti,0.0
3122,24427,Plopana,2219906.0
3123,40820,Cincu,0.0
3124,32633,Bistrita Bargaului,758232.0
3125,98168,Mogosesti-Siret,0.0
3126,180091,Racsa,0.0
3127,106363,Grosi,24585.0
3128,49019,Robeasca,0.0
3129,73594,Perisor,0.0
3130,65413,Doicesti,0.0
3131,139143,Tarsolt,0.0
3132,57225,Ciurila,0.0
3133,155528,Oras Sannicolau Mare,66671.0
3134,130954,Oras Azuga,0.0
3135,32660,Branistea,16600.0
3136,163734,Dumesti,0.0
3137,49046,Rusetu,0.0
3138,65431,Razvad,0.0
3139,155546,Balint,0.0
3140,40857,Comana,0.0
3141,81816,Saulesti,0.0
3142,171931,Otesani,0.0
3143,98202,Mosna,0.0
3144,73629,Pielesti,0.0
3145,147358,Oras Brosteni,0.0
3146,16285,Davidesti,4000.0
3147,8096,Oras Teius,0.0
3148,139170,Turt,0.0
3149,130981,Oras Baicoi,0.0
3150,106407,Recea,190159.0
3151,114603,Albesti,138696.0
3152,98220,Motca,0.0
3153,49073,Sageata,0.0
3154,32704,Budacu De Jos,0.0
3155,73665,Piscu Vechi,0.0
3156,40900,Cristian,0.0
3157,81861,Scoarta,0.0
3158,65477,Sotanga,0.0
3159,155591,Banloc,0.0
3160,16329,Dambovicioara,0.0
3161,24524,Podu Turcului,0.0
3162,139214,Turulung,0.0
3163,122828,Garcina,0.0
3164,163789,Epureni,0.0
3165,98257,Movileni,0.0
3166,90066,Lelese,0.0
3167,171995,Pausesti,0.0
3168,106461,Oras Tautii-Magheraus,0.0
3169,65501,Ulmi,0.0
3170,8158,Unirea,168007.0
3171,40928,Dumbravita,0.0
3172,57314,Catcau,0.0
3173,73709,Plenita,648838.0
3174,16365,Darmanesti,0.0
3175,139250,Urziceni,0.0
3176,122864,Grinties,0.0
3177,163832,Falciu,0.0
3178,40955,Feldioara,0.0
3179,131069,Oras Boldesti-Scaeni,0.0
3180,98300,Oteleni,0.0
