,Siruta,Localitate,Plante
877,166235,Tacuta,0.0
878,18778,Stalpeni,0.0
879,51546,Bolvasnita,0.0
880,108892,Oras Salistea De Sus,0.0
881,26975,Municipiul Salonta,0.0
882,100709,Ciocarlia,0.0
883,67942,Malu Cu Flori,0.0
884,76139,Cuca,0.0
885,158065,Peciu Nou,0.0
886,59764,Tureni,0.0
887,51573,Bozovici,0.0
888,108918,Salsig,0.0
889,117113,Glodeni,0.0
890,84344,Ditrau,0.0
891,76157,Cudalbi,0.0
892,27007,Oras Vascau,0.0
893,100736,Manasia,0.0
894,133508,Gorgota,31530.0
895,76175,Draguseni,0.0
896,108945,Sapanta,0.0
897,43411,Oras Insuratei,4158118.0
898,100754,Adancata,0.0
899,92569,Municipiul Calarasi,1104379.0
900,141722,Ip,0.0
901,10649,Dezna,0.0
902,84380,Darjiu,0.0
903,158109,Periam,2811647.0
904,108963,Oras Seini,0.0
905,125347,Municipiul Slatina,151481.0
906,174496,Titesti,0.0
907,68002,Manesti,586489.0
908,174502,Diculesti,0.0
909,149931,Pojorata,0.0
910,166315,Tatarani,0.0
911,18858,Stoenesti,0.0
912,92587,Modelu,0.0
913,51626,Brebu,0.0
914,100781,Adunatii-Copaceni,669828.0
915,174511,Lacusteni,0.0
916,59826,Taga,0.0
917,117177,Gornesti,0.0
918,133562,Gornet,0.0
919,158136,Pietroasa,0.0
920,174520,Mitrofani,0.0
921,27070,Abram,0.0
922,84415,Frumoasa,0.0
923,125374,Slatioara,0.0
924,35269,Uriu,0.0
925,43466,Jirlau,0.0
926,109005,Stramtura,0.0
927,10701,Dieci,0.0
928,51662,Brebu Nou,0.0
929,68048,Matasaru,36140.0
930,149968,Preutesti,0.0
931,141786,Letca,0.0
932,76255,Fartanesti,0.0
933,100834,Afumati,0.0
934,43493,Marasu,0.0
935,158181,Pischia,0.0
936,59880,Unguras,0.0
937,125418,Oras Bals,0.0
938,84460,Galautas,0.0
939,133615,Gornet-Cricov,0.0
940,35312,Urmenis,0.0
941,109041,Suciu De Sus,0.0
942,51699,Buchin,0.0
943,92658,Municipiul Slobozia,79984.0
944,100852,Alexeni,0.0
945,18938,Stolnici,0.0
946,76282,Foltesti,0.0
947,100870,Armasesti,0.0
948,10765,Ususau,0.0
949,166413,Todiresti,0.0
950,2577,Avram Iancu,0.0
951,150043,Putna,0.0
952,117275,Grebenisu De Campie,0.0
953,76317,Frumusita,0.0
954,92701,Municipiul Fetesti,615483.0
955,27169,Abramut,0.0
956,68128,Mogosani,0.0
957,125472,Municipiul Caracal,0.0
958,158243,Racovita,0.0
959,59942,Vad,0.0
960,51751,Bucosnita,0.0
961,109096,Sisesti,0.0
962,43563,Maxineni,0.0
963,125490,Draghiceni,0.0
964,150070,Radaseni,0.0
965,100923,Axintele,0.0
966,133688,Gura Vadului,17263023.0
967,141884,Lozna,0.0
968,19007,Suseni,0.0
969,76353,Fundeni,0.0
970,117319,Gurghiu,0.0
971,10827,Felnac,80048.0
972,27212,Auseu,0.0
973,84558,Joseni,4000.0
974,68182,Moroeni,0.0
975,133722,Iordacheanu,247541.0
976,51804,Carasova,0.0
977,92765,Oras Tandarei,0.0
978,150114,Rasca,0.0
979,35429,Zagra,0.0
980,125542,Oras Corabia,0.0
981,100969,Balotesti,0.0
982,158314,Oras Recas,16311147.0
983,43625,Mircea Voda,0.0
984,92783,Albesti,0.0
985,84594,Lazarea,0.0
986,76406,Ghidigeni,0.0
987,10872,Ghioroc,299308.0
988,141946,Marca,0.0
989,109176,Oras Somcuta Mare,1894714.0
990,60026,Valea Ierii,0.0
991,51840,Carbunari,0.0
992,166529,Tutova,0.0
993,43652,Movila Miresii,0.0
994,101001,Baneasa,18186.0
995,84629,Lueta,0.0
996,27285,Avram Iancu,0.0
997,125588,Garcov,0.0
998,174744,Municipiul Focsani,63563341.0
999,68253,Morteni,0.0
1000,60062,Viisoara,0.0
1001,150178,Sadova,0.0
1002,133795,Izvoarele,0.0
1003,10916,Graniceri,0.0
1004,51877,Constantin Daicoviciu,0.0
1005,92836,Oras Amara,0.0
1006,19114,Stefan Cel Mare,0.0
1007,84656,Lunca De Jos,0.0
1008,43698,Racovita,0.0
1009,117426,Hodac,0.0
1010,142006,Maeriste,1102833.0
1011,150196,Satu Mare,0.0
1012,125622,Oras Draganesti-Olt,0.0
1013,68280,Nucet,0.0
1014,158396,Remetea Mare,0.0
1015,174780,Campineanca,208621.0
1016,10943,Gurahont,50426.0
1017,27329,Balc,7501.0
1018,101056,Barcanesti,0.0
1019,60099,Vultureni,0.0
1020,19141,Suici,0.0
1021,92872,Andrasesti,0.0
1022,150221,Siminicea,0.0
1023,76497,Gohor,0.0
1024,109265,Oras Ulmeni,0.0
1025,43732,Ramnicelu,0.0
1026,101083,Belciugatele,0.0
1027,125659,Babiciu,0.0
1028,68324,Ocnita,0.0
1029,133866,Jugureni,0.0
1030,92907,Balaciu,0.0
1031,174824,Golesti,0.0
1032,51948,Ciclova Romana,0.0
1033,125677,Baldovinesti,0.0
1034,166636,Valeni,0.0
1035,150258,Slatina,0.0
1036,158449,Sacosu Turcesc,0.0
1037,27383,Batar,0.0
1038,68342,Odobesti,0.0
1039,142079,Mesesenii De Jos,0.0
1040,117505,Hodosa,0.0
1041,60169,Negreni,0.0
1042,43787,Romanu,0.0
1043,19212,Teiu,0.0
1044,174860,Municipiul Adjud,0.0
1045,76558,Grivita,0.0
1046,51984,Ciuchici,0.0
1047,166672,Vetrisoaia,0.0
1048,84754,Lunca De Sus,0.0
1049,150294,Straja,0.0
1050,101145,Berceni,0.0
1051,133919,Lapos,0.0
1052,92961,Borcea,0.0
1053,43812,Rosiori,0.0
1054,150310,Stroiesti,0.0
1055,76585,Independenta,62759.0
1056,142122,Mirsid,0.0
1057,101163,Bolintin-Deal,0.0
1058,109354,Valea Chioarului,0.0
1059,27436,Biharia,36221.0
1060,117550,Ibanesti,0.0
1061,19249,Tigveni,216235.0
1062,166707,Viisoara,0.0
1063,11058,Halmagiu,0.0
1064,68404,Pietrosita,462336.0
1065,76601,Ivesti,0.0
1066,92989,Bordusani,0.0
1067,125757,Barasti,0.0
1068,158528,Satchinez,0.0
1069,52035,Ciudanovita,0.0
1070,101190,Oras Bolintin-Vale,0.0
1071,174922,Oras Marasesti,0.0
1072,68431,Poiana,0.0
1073,133964,Lipanesti,286539.0
1074,150356,Stulpicani,0.0
1075,84825,Lupeni,0.0
1076,43867,Salcia Tudor,0.0
1077,93021,Bucu,0.0
1078,52062,Copacele,0.0
1079,76638,Jorasti,0.0
1080,2915,Oras Baia De Aries,0.0
1081,142177,Napradea,0.0
1082,158564,Sacalaz,0.0
1083,109425,Vima Mica,0.0
1084,166770,Vinderei,0.0
1085,27506,Boianu Mare,0.0
1086,68468,Potlogi,0.0
1087,101243,Brazii,0.0
1088,134014,Magurele,0.0
1089,76674,Liesti,0.0
1090,19338,Titesti,0.0
1091,93067,Oras Cazanesti,0.0
1092,150418,Sucevita,0.0
1093,158608,Secas,0.0
1094,35731,Municipiul Botosani,1578118.0
1095,52115,Cornea,22625.0
1096,76692,Matca,0.0
1097,125846,Barza,0.0
1098,43929,Scortaru Nou,0.0
1099,93085,Ciocanesti,0.0
1100,142239,Nusfalau,0.0
1101,134050,Magureni,0.0
1102,117667,Iclanzel,0.0
1103,11174,Halmagel,0.0
1104,27560,Borod,0.0
1105,175019,Oras Odobesti,2495386.0
1106,2988,Berghin,0.0
1107,93101,Ciochina,0.0
1108,35759,Curtesti,8615.0
1109,76718,Mastacani,0.0
1110,150445,Saru Dornei,0.0
1111,68529,Produlesti,0.0
1112,125873,Bobicesti,0.0
1113,101298,Branesti,0.0
1114,84923,Martinis,0.0
1115,158653,Sanandrei,0.0
1116,19392,Uda,0.0
1117,52160,Cornereva,362.0
1118,109504,Viseu De Jos,0.0
1119,76745,Movileni,0.0
1120,175055,Oras Panciu,1157443.0
1121,142284,Pericei,0.0
1122,134096,Maneciu,0.0
1123,68565,Pucheni,0.0
1124,166869,Voinesti,0.0
1125,43992,Silistea,0.0
1126,76763,Namoloasa,0.0
1127,101341,Brezoaele,0.0
1128,3039,Bistra,0.0
1129,11236,Hasmas,0.0
1130,93156,Ciulnita,0.0
1131,158699,Sanmihaiu Roman,67052.0
1132,27631,Bors,0.0
1133,150524,Todiresti,0.0
1134,35839,Rachiti,0.0
1135,60419,Municipiul Constanta,2696911.0
1136,101378,Bucsani,0.0
1137,142337,Plopis,0.0
1138,76807,Nicoresti,0.0
1139,125962,Brastavatu,0.0
1140,158733,Sanpetru Mare,0.0
1141,68627,Oras Racari,0.0
1142,175126,Andreiasu De Jos,0.0
1143,117783,Ideciu De Jos,0.0
1144,93209,Cocora,0.0
1145,44060,Stancuta,0.0
1146,27686,Bratca,0.0
1147,60455,Oras Eforie,0.0
1148,142373,Poiana Blenchii,0.0
1149,11307,Ignesti,0.0
1150,35884,Stauceni,0.0
1151,125999,Brebeni,0.0
1152,134194,Manesti,0.0
1153,93236,Cosambesti,0.0
1154,158779,Sag,0.0
1155,150588,Udesti,0.0
1156,85056,Meresti,0.0
1157,60482,Municipiul Mangalia,875527.0
1158,117827,Oras Iernut,35238.0
1159,126022,Brancoveni,0.0
1160,166985,Vulturesti,0.0
1161,44113,Surdila-Gaiseanca,0.0
1162,101458,Oras Budesti,0.0
1163,85074,Mihaileni,0.0
1164,158804,Stiuca,0.0
1165,11352,Iratosu,0.0
1166,142426,Romanasi,0.0
1167,60507,Oras Navodari,0.0
1168,93281,Cuza Voda,0.0
1169,175206,Balesti,0.0
1170,19560,Ungheni,0.0
1171,35946,Oras Darabani,0.0
1172,44140,Sutesti,0.0
1173,27757,Brusturi,51477.0
1174,68716,Runcu,0.0
1175,60534,Oras Techirghiol,0.0
1176,167035,Vutcani,0.0
1177,175224,Barsesti,0.0
1178,126077,Bucinisu,0.0
1179,76932,Oancea,0.0
1180,11398,Macea,0.0
1181,85127,Mugeni,0.0
1182,158859,Teremia Mare,0.0
1183,93325,Dichiseni,0.0
1184,101519,Bulbucata,0.0
1185,44177,Tichilesti,0.0
1186,126102,Cezieni,191950.0
1187,60570,Agigea,0.0
1188,167071,Zapodeni,0.0
1189,175260,Boghesti,7411.0
1190,11423,Misca,0.0
1191,142499,Rus,0.0
1192,117925,Livezeni,0.0
1193,36006,Municipiul Dorohoi,0.0
1194,76969,Pechea,0.0
1195,44202,Traian,0.0
1196,150702,Ulma,0.0
1197,158895,Tomesti,0.0
1198,19631,Valea Danului,0.0
1199,68789,Salcioara,0.0
1200,60598,23 August,0.0
1201,93370,Dor Marunt,0.0
1202,101564,Butimanu,0.0
1203,134336,Pacureti,0.0
1204,76996,Piscu,0.0
1205,126148,Cilieni,0.0
1206,27846,Budureasa,0.0
1207,109773,Municipiul Drobeta-Turnu Severin,50400.0
1208,142550,Salatig,1514.0
1209,11478,Moneasa,0.0
1210,126166,Carlogani,0.0
1211,60632,Limanu,18750.0
1212,36060,Oras Saveni,0.0
1213,44257,Tudor Vladimirescu,0.0
1214,77028,Priponesti,0.0
1215,150766,Vadu Moldovei,0.0
1216,11502,Olari,0.0
1217,19695,Valea Iasului,0.0
1218,117998,Lunca,0.0
1219,101617,Buturugeni,0.0
1220,134390,Plopu,0.0
1221,158966,Topolovatu Mare,0.0
1222,85243,Ocland,0.0
1223,93441,Dorobantu,0.0
1224,109826,Simian,0.0
1225,27908,Buduslau,0.0
1226,167179,Zorleni,0.0
1227,175368,Bolotesti,981646.0
1228,44300,Tufesti,0.0
1229,60687,Oras Ovidiu,88872.0
1230,11539,Paulis,9287.0
1231,126228,Colonesti,0.0
1232,68887,Selaru,0.0
1233,142612,Sag,0.0
1234,77082,Rediu,0.0
1235,27935,Bulz,0.0
1236,101662,Calugareni,199056.0
1237,36131,Albesti,0.0
1238,44328,Ulmu,0.0
1239,85289,Plaiesii De Jos,0.0
1240,134443,Podenii Noi,131726.0
1241,118058,Lunca Bradului,0.0
1242,93487,Dragalina,0.0
1243,60721,Tuzla,0.0
1244,167222,Ibanesti,0.0
1245,68921,Tatarani,0.0
1246,159035,Tormac,0.0
1247,167231,Fruntiseni,0.0
1248,11584,Oras Pecica,2486.0
1249,27971,Buntesti,0.0
1250,44355,Unirea,0.0
1251,3397,Blandiana,0.0
1252,77126,Scanteiesti,0.0
1253,167240,Rafaila,0.0
1254,175439,Bordesti,0.0
1255,118094,Magherani,0.0
1256,19793,Vedea,0.0
1257,142676,Sanmihaiu Almasului,0.0
1258,167259,Pogonesti,0.0
1259,52570,Dalboset,0.0
1260,85341,Praid,0.0
1261,101724,Cascioarele,0.0
1262,159071,Traian Vuia,0.0
1263,77153,Schela,0.0
1264,93539,Dragos Voda,0.0
1265,109924,Oras Baia De Arama,0.0
1266,167268,Ciocani,0.0
1267,44391,Vadeni,404009.0
1268,60776,Oras Cernavoda,1709972.0
1269,175466,Brosteni,0.0
1270,150891,Valea Moldovei,0.0
1271,36202,Avrameni,0.0
1272,101742,Cernica,0.0
1273,167277,Cozmesti,0.0
1274,68976,Uliesti,0.0
1275,142710,Somes-Odorhei,0.0
1276,167286,Dodesti,0.0
1277,11637,Peregu Mare,0.0
1278,126326,Corbu,0.0
1279,77180,Slobozia Conachi,0.0
1280,167295,Feresti,0.0
1281,60801,Oras Harsova,93800.0
1282,3459,Bucium,0.0
1283,167302,Muntenii De Sus,0.0
1284,93575,Facaeni,0.0
1285,167311,Pochidia,0.0
1286,11664,Petris,0.0
1287,44435,Victoria,0.0
1288,150935,Vama,0.0
1289,175509,Chiojdeni,0.0
1290,167320,Puscasi,0.0
1291,134559,Poienarii Burchii,0.0
1292,93600,Gheorghe Doja,0.0
1293,159142,Uivar,0.0
1294,85412,Remetea,0.0
1295,77224,Smardan,0.0
1296,52650,Doclin,123030.0
1297,28077,Cabesti,0.0
1298,101804,Chirnogi,0.0
1299,126380,Coteana,0.0
1300,44462,Visani,0.0
1301,60847,Municipiul Medgidia,60209.0
1302,142774,Surduc,0.0
1303,93628,Gheorghe Lazar,0.0
1304,101822,Chiselet,399664.0
1305,118209,Mica,1658015.0
1306,69063,Valea Lunga,0.0
1307,150980,Vatra Moldovitei,0.0
1308,126406,Crampoia,0.0
1309,110027,Obarsia-Closani,0.0
1310,36300,Baluseni,0.0
1311,77260,Smulti,0.0
1312,93646,Giurgeni,0.0
1313,101840,Ciocanesti,0.0
1314,60883,Adamclisi,0.0
1315,11735,Pilu,0.0
1316,52696,Dognecea,0.0
1317,44505,Viziru,0.0
1318,85467,Sacel,0.0
1319,126433,Curtisoara,0.0
1320,93664,Gradistea,0.0
1321,175590,Ciorasti,0.0
1322,77288,Suceveni,0.0
1323,28139,Capalna,0.0
1324,151022,Veresti,0.0
1325,110063,Municipiul Orsova,0.0
1326,159213,Varias,364998.0
1327,52721,Domasnea,0.0
1328,11762,Plescuta,0.0
1329,44532,Zavoaia,0.0
1330,134648,Posesti,80393.0
1331,77313,Tudor Vladimirescu,0.0
1332,142854,Samsud,691681.0
1333,118281,Oras Miercurea Nirajului,0.0
1334,101902,Ciolpani,0.0
1335,44560,Cazasu,225695.0
1336,60945,Albesti,0.0
1337,77331,Tulucesti,0.0
1338,93717,Grindu,0.0
1339,36373,Braesti,0.0
1340,52758,Ezeris,0.0
1341,85528,Sarmas,0.0
1342,159259,Victor Vlad Delamarina,0.0
1343,19999,Vladesti,0.0
1344,28193,Carpinet,0.0
1345,142881,Sarmasag,6033.0
1346,110116,Oras Strehaia,0.0
1347,93735,Grivita,0.0
1348,126503,Cungrea,0.0
1349,151077,Vicovu De Jos,0.0
1350,52785,Farliug,0.0
1351,69170,Valea Mare,0.0
1352,167473,Municipiul Ramnicu Valcea,227360.0
1353,175670,Campuri,0.0
1354,151095,Oras Vicovu De Sus,0.0
1355,77377,Tepu,0.0
1356,11842,Savarsin,0.0
1357,101957,Ciorogarla,605215.0
1358,36426,Broscauti,0.0
1359,93771,Independenta,0.0
1360,61005,Aliman,0.0
1361,85582,Secuieni,0.0
1362,20048,Raca,0.0
1363,151120,Volovat,0.0
1364,28246,Cefa,0.0
1365,20055,Vulturesti,0.0
1366,77402,Umbraresti,673757.0
1367,20063,Bughea De Sus,0.0
1368,101984,Clejani,0.0
1369,134755,Predeal-Sarari,0.0
1370,118370,Mihesu De Campie,0.0
1371,36453,Oras Bucecea,0.0
1372,159339,Voiteg,0.0
1373,142952,Valcau De Jos,0.0
1374,93815,Jegalia,0.0
1375,175732,Carligele,0.0
1376,151157,Vulturesti,0.0
1377,52856,Forotic,0.0
1378,126585,Daneasa,0.0
1379,85626,Siculeni,0.0
1380,69250,Vacaresti,0.0
1381,159366,Birda,0.0
1382,61069,Oras Baneasa,0.0
1383,159375,Checea,0.0
1384,102035,Clinceni,0.0
1385,36499,Calarasi,0.0
1386,110232,Oras Vanju Mare,2393674.0
1387,93851,Lehliu,0.0
1388,159384,Dudestii Noi,0.0
1389,77475,Valea Marului,0.0
1390,159393,Fibis,0.0
1391,11940,Secusigiu,0.0
1392,175787,Corbita,0.0
1393,159400,Ghilad,425547.0
1394,52909,Garnic,0.0
1395,28335,Ceica,0.0
1396,143021,Varsolt,0.0
1397,3761,Cenade,0.0
1398,85680,Sancraieni,0.0
1399,36532,Concesti,0.0
1400,69303,Valeni-Dambovita,0.0
1401,102071,Colibasi,0.0
1402,126647,Deveselu,0.0
1403,159419,Gottlob,360855.0
1404,93888,Oras Lehliu Gara,0.0
1405,61121,Castelu,0.0
1406,77509,Varlezi,0.0
1407,118469,Nades,6091.0
1408,159428,Iecea Mare,0.0
1409,134853,Provita De Jos,0.0
1410,52936,Glimboca,17468.0
1411,151246,Zamostea,0.0
1412,159437,Parta,0.0
1413,69330,Visina,0.0
1414,126674,Dobretu,0.0
1415,159446,Padureni,0.0
1416,36569,Copalau,0.0
1417,110296,Bala,0.0
1418,143067,Zalha,0.0
1419,52954,Goruia,0.0
1420,11995,Seleus,0.0
1421,102106,Comana,0.0
1422,167641,Oras Baile Govora,0.0
1423,3805,Cergau,0.0
1424,159455,Saravale,0.0
1425,77536,Vladesti,0.0
1426,93931,Lupsanu,0.0
1427,159464,Sandra,0.0
1428,118511,Neaua,0.0
1429,61167,Cerchezu,0.0
1430,134899,Provita De Sus,0.0
1431,159473,Tomnatic,0.0
1432,77561,Radesti,0.0
1433,159482,Valcani,0.0
1434,52990,Gradinari,0.0
1435,28415,Cetariu,0.0
1436,126718,Dobrosloveni,0.0
1437,3841,Ceru-Bacainti,0.0
1438,85760,Sandominic,0.0
1439,159491,Livezile,0.0
1440,12037,Semlac,0.0
1441,77579,Negrilesti,0.0
1442,175885,Cotesti,821965.0
1443,102160,Corbeanca,73041.0
1444,159507,Pesac,0.0
1445,44818,Municipiul Buzau,726689.0
1446,77587,Poiana,0.0
1447,167696,Oras Baile Olanesti,0.0
1448,69394,Visinesti,0.0
1449,12055,Sintea Mare,0.0
1450,61210,Chirnogeni,0.0
1451,77595,Cuza Voda,0.0
1452,134942,Puchenii Mari,0.0
1453,85788,Sanmartin,0.0
1454,159516,Bucovat,0.0
1455,53023,Iablanita,0.0
1456,77601,Suhurlui,0.0
1457,159525,Otelec,0.0
1458,36649,Cordareni,0.0
1459,143147,Zimbor,0.0
1460,93995,Mihail Kogalniceanu,0.0
1461,44845,Municipiul Ramnicu Sarat,90816.0
1462,118575,Ogra,0.0
1463,151344,Zvoristea,0.0
1464,126772,Dobroteasa,1760061.0
1465,12091,Oras Santana,0.0
1466,44863,Amaru,0.0
1467,175938,Dumbraveni,0.0
1468,36676,Corlateni,0.0
1469,102213,Cornetu,0.0
1470,69447,Varfuri,0.0
1471,61256,Ciobanu,0.0
1472,20297,Municipiul Bacau,4775971.0
1473,53069,Lapusnicel,0.0
1474,28497,Cherechiu,0.0
1475,85840,Sansimion,0.0
1476,20313,Hemeius,0.0
1477,94045,Milosesti,0.0
1478,12126,Socodor,0.0
1479,102240,Cosereni,342250.0
1480,61283,Ciocarlia,0.0
1481,126825,Dobrun,0.0
1482,118637,Papiu Ilarian,0.0
1483,175983,Dumitresti,22223.0
1484,135020,Rafov,0.0
1485,53103,Lapusnicu Mare,0.0
1486,12144,Sagu,0.0
1487,167794,Oras Brezoi,0.0
1488,28530,Chislaz,24519.0
1489,85877,Subcetate,0.0
1490,3958,Cetatea De Balta,0.0
1491,110456,Balta,0.0
1492,159614,Municipiul Tulcea,84022.0
1493,94081,Movila,0.0
1494,44934,Balta Alba,787695.0
1495,61318,Cobadin,41419.0
1496,20359,Letea Veche,0.0
1497,53130,Luncavita,0.0
1498,151433,Comanesti,0.0
1499,102286,Crevedia,0.0
1500,151442,Iaslovat,0.0
1501,36756,Corni,0.0
1502,69526,Voinesti,120000.0
1503,151451,Ciocanesti,0.0
1504,94107,Munteni-Buzau,0.0
1505,159650,Oras Babadag,1364103.0
1506,85920,Suseni,0.0
1507,118691,Panet,0.0
1508,151460,Serbauti,0.0
1509,4008,Ciuruleasa,0.0
1510,94125,Alexandru Odobescu,0.0
1511,12206,Seitin,0.0
1512,53167,Lupac,0.0
1513,151479,Horodnic De Sus,0.0
1514,126905,Fagetelu,0.0
1515,20411,Magura,0.0
1516,61372,Cogealac,1952561.0
1517,44989,Balaceanu,0.0
1518,12224,Sepreus,0.0
1519,28610,Ciuhoi,0.0
1520,151488,Fantana Mare,0.0
1521,159687,Oras Isaccea,1485326.0
1522,110535,Balacita,0.0
1523,36809,Cotusca,0.0
1524,45003,Beceni,0.0
1525,151497,Cosna,0.0
1526,102348,Crevedia Mare,0.0
1527,151503,Capu Campului,0.0
1528,94161,Perieti,0.0
1529,12242,Sicula,0.0
1530,53210,Marga,0.0
1531,135128,Salcia,0.0
1532,151512,Hantesti,0.0
1533,118753,Pasareni,0.0
1534,85984,Simonesti,0.0
1535,151521,Burla,0.0
1536,167909,Oras Calimanesti,0.0
1537,135146,Salciile,0.0
1538,151530,Balaceana,0.0
1539,110571,Bacles,0.0
1540,69615,Vulcana-Bai,0.0
1541,159730,Oras Macin,80519.0
1542,20466,Margineni,0.0
1543,77812,Municipiul Targu Jiu,110798.0
1544,28665,Ciumeghiu,0.0
1545,135164,Scorteni,0.0
1546,53247,Maureni,0.0
1547,151549,Hartop,0.0
1548,12288,Silindia,0.0
1549,126978,Falcoiu,0.0
1550,151558,Voitinel,0.0
1551,4106,Calnic,0.0
1552,61452,Comana,15190.0
1553,151567,Ciprian Porumbescu,0.0
1554,94223,Perisoru,0.0
1555,118799,Petelea,196529.0
1556,102419,Curcani,0.0
1557,176150,Fitionesti,110899.0
1558,159767,Oras Sulina,0.0
1559,53274,Mehadia,0.0
1560,151576,Berchisesti,0.0
1561,151585,Poieni-Solca,0.0
1562,28709,Campani,0.0
1563,118824,Pogaceaua,0.0
1564,127019,Farcasele,0.0
1565,36907,Cristesti,0.0
1566,159785,Baia,0.0
1567,45101,Berca,11400.0
1568,4142,Cricau,0.0
1569,102446,Daia,436108.0
1570,167981,Municipiul Dragasani,2886292.0
1571,12340,Simand,0.0
1572,135226,Secaria,0.0
1573,94269,Reviga,0.0
1574,102473,Dascalu,0.0
1575,61513,Corbu,0.0
1576,135244,Sangeru,35942.0
1577,53327,Mehadica,0.0
1578,12368,Siria,1040853.0
1579,20563,Municipiul Onesti,0.0
1580,176212,Garoafa,0.0
1581,77910,Balesti,123082.0
1582,36952,Cristinesti,0.0
1583,143450,Municipiul Sibiu,9951677.0
1584,127064,Ganeasa,0.0
1585,28763,Cociuba Mare,0.0
1586,4188,Craciunelu De Jos,0.0
1587,53345,Naidas,0.0
1588,110688,Balvanesti,0.0
1589,159847,Beidaud,0.0
1590,94312,Roseti,0.0
1591,168041,Oras Horezu,0.0
1592,12402,Sistarovat,0.0
1593,86133,Tulghes,0.0
1594,61559,Crucea,1319701.0
1595,94330,Salcioara,0.0
1596,53372,Obreja,0.0
1597,102525,Darasti-Ilfov,0.0
1598,143487,Cristian,0.0
1599,20607,Gura Vaii,0.0
1600,151683,Municipiul Turnu Magurele,0.0
1601,159883,C.a. Rosetti,0.0
1602,143502,Poplaca,0.0
1603,102543,1 Decembrie,6310404.0
1604,4240,Daia Romana,0.0
1605,28816,Copacel,0.0
1606,135315,Starchiojd,0.0
1607,118931,Rastolita,0.0
1608,37011,Dersca,0.0
1609,110740,Breznita-Motru,0.0
1610,127126,Giuvarasti,0.0
1611,151709,Ciuperceni,0.0
1612,143520,Rasinari,0.0
1613,12457,Taut,0.0
1614,94376,Saveni,0.0
1615,127144,Gostavatu,0.0
1616,102570,Domnesti,0.0
1617,4268,Dostat,1160467.0
1618,86188,Tusnad,0.0
1619,176301,Gugesti,0.0
1620,53425,Paltinis,0.0
1621,61620,Cumpana,0.0
1622,151736,Islaz,0.0
1623,45245,Bisoca,0.0
1624,20670,Stefan Cel Mare,0.0
1625,168130,Oras Ocnele Mari,0.0
1626,37057,Dangeni,0.0
1627,78016,Dragutesti,0.0
1628,127171,Gradinari,0.0
1629,143557,Selimbar,0.0
1630,159945,Carcaliu,0.0
1631,102605,Dragomiresti-Vale,0.0
1632,4302,Farau,0.0
1633,86222,Ulies,0.0
1634,176338,Gura Calitei,0.0
1635,151763,Lita,0.0
1636,118995,Raciu,0.0
1637,28889,Cristioru De Jos,0.0
1638,159963,Casimcea,0.0
1639,94429,Scanteia,0.0
1640,12509,Tarnova,394352.0
1641,110820,Breznita-Ocol,0.0
1642,61675,Deleni,0.0
1643,37100,Dobarceni,0.0
1644,151790,Municipiul Alexandria,0.0
1645,135404,Surani,0.0
1646,102641,Dragoesti,0.0
1647,53489,Coronini,0.0
1648,94456,Sfantu Gheorghe,0.0
1649,127224,Grojdibodu,0.0
1650,143619,Municipiul Medias,39459.0
1651,135431,Sirna,0.0
1652,78089,Turcinesti,0.0
1653,53513,Pojejena,0.0
1654,151816,Nanov,0.0
1655,28941,Curatele,0.0
1656,69900,Municipiul Craiova,2467372.0
1657,4366,Galda De Jos,0.0
1658,127251,Ianca,0.0
1659,45334,Blajani,0.0
1660,151834,Poroschia,0.0
1661,110875,Brosteni,0.0
1662,12572,Varadia De Mures,0.0
1663,143646,Tarnava,0.0
1664,94492,Stelnica,0.0
1665,86311,Varsag,0.0
1666,168229,Alunu,0.0
1667,61737,Dobromir,0.0
1668,20778,Oras Buhusi,0.0
1669,160047,Ceatalchioi,0.0
1670,102703,Dridu,0.0
1671,45361,Boldu,0.0
1672,37173,Draguseni,0.0
1673,127288,Iancu Jianu,0.0
1674,78141,Municipiul Motru,900.0
1675,151870,Municipiul Rosiori De Vede,0.0
1676,176445,Homocea,0.0
1677,143682,Oras Agnita,0.0
1678,86339,Voslabeni,0.0
1679,94535,Suditi,0.0
1680,29001,Curtuiseni,0.0
1681,53577,Prigor,0.0
1682,45389,Bozioru,0.0
1683,69964,Bucovat,0.0
1684,135501,Soimari,0.0
1685,20821,Oras Comanesti,0.0
1686,127322,Icoana,0.0
1687,102749,Oras Fierbinti-Targ,0.0
1688,160092,Ceamurlia De Jos,0.0
1689,86366,Zetea,583146.0
1690,37217,Durnesti,0.0
1691,12643,Vinga,0.0
1692,94562,Stefan Cel Mare,0.0
1693,110946,Burila Mare,0.0
1694,151905,Oras Videle,120143.0
1695,29038,Derna,0.0
1696,61808,Garliciu,0.0
1697,119153,Rusii-Munti,0.0
1698,94580,Stefan Voda,0.0
1699,143735,Oras Cisnadie,156334.0
1700,168309,Amarasti,0.0
1701,176506,Jaristea,1992409.0
1702,135547,Sotrile,0.0
1703,160127,Cerna,0.0
1704,151932,Crevenicu,0.0
1705,4482,Garbova,113524.0
1706,61826,Ghindaresti,0.0
1707,53639,Ramna,0.0
1708,127368,Izbiceni,0.0
1709,102794,Floresti-Stoenesti,0.0
1710,20876,Municipiul Moinesti,0.0
1711,94606,Ulmu,0.0
1712,12689,Varfurile,0.0
