,Siruta,Localitate,LT
3108,178689,Vartescoiu,35.364145658263304
1735,103470,Greaca,35.352422907488986
2877,162069,Alexandru Vlahuta,35.32934131736527
926,59764,Tureni,35.3273137697517
2148,127126,Giuvarasti,35.32284319045036
2251,132011,Apostolache,35.31553398058252
1128,70174,Simnicu De Sus,35.31257002016581
2425,142006,Maeriste,35.30874430169913
643,42480,Dragus,35.30054644808743
1318,79077,Bolbosi,35.294117647058826
3014,172153,Perisani,35.283893395133255
1185,73031,Maglavit,35.28199845480299
1859,109425,Vima Mica,35.259133389974515
1237,75150,Vanatori,35.24590163934426
0,1017,Municipiul Alba Iulia,35.24363188832931
1983,117925,Livezeni,35.23809523809524
1929,114382,Sancraiu De Mures,35.21568627450981
90,9743,Almas,35.20923520923521
477,33658,Matei,35.204332840965044
3132,179551,Oras Voluntari,35.20247453105934
912,58856,Panticeu,35.19938650306749
1936,114854,Oras Sovata,35.183654186843036
2974,168791,Budesti,35.18119490695397
2204,129763,Valeni,35.18083607327384
1981,117783,Ideciu De Jos,35.169248422260466
2284,133722,Iordacheanu,35.16826923076923
2384,139287,Valea Vinului,35.16209476309227
765,49956,Vadu Pasii,35.158857707998514
1610,97679,Letcani,35.14969111357516
1081,67167,Crangurile,35.14018691588785
3074,176506,Jaristea,35.13991163475699
3133,179588,Copaceni,35.137318255250406
820,53130,Luncavita,35.130970724191066
791,51546,Bolvasnita,35.1279788172992
309,23494,Motoseni,35.127807900852055
1354,81816,Saulesti,35.120350109409195
2150,127171,Gradinari,35.10806536636795
732,47630,Manzalesti,35.10752688172043
824,53274,Mehadia,35.09757539917209
24,4106,Calnic,35.09485094850949
1314,78828,Barbatesti,35.089020771513354
32,4525,Garda De Sus,35.08771929824561
2582,150043,Putna,35.08001255098839
2198,129567,Traian,35.06759524784924
817,53023,Iablanita,35.06643558636626
2214,130295,Calui,35.06600660066007
253,19793,Vedea,35.05586592178771
2659,152948,Furculesti,35.046210720887245
941,60632,Limanu,35.044883303411126
2509,146021,Boita,35.04410585404972
473,33514,Lesu,35.039028620988724
3095,177799,Straoane,35.028823329942355
2964,168041,Oras Horezu,35.026362038664324
1367,82779,Vagiulesti,35.02463054187192
1420,85920,Suseni,35.01899335232669
2649,152528,Ciolanesti,35.01469147894221
337,25745,Tatarasti,35.00266382525306
1157,71787,Cetate,34.990530303030305
2346,137292,Cauas,34.98995983935743
3015,172279,Pesceana,34.988713318284425
760,49625,Stalpu,34.984520123839005
2511,146281,Ipotesti,34.98438197233378
878,56461,Calatele,34.97712252160651
3151,179784,Boranesti,34.9676724137931
1301,77910,Balesti,34.96680366740436
1544,94081,Movila,34.96458467482292
715,46484,Costesti,34.952900347050075
2138,126585,Daneasa,34.949424485524936
2590,150310,Stroiesti,34.94194484760523
3086,177263,Poiana Cristei,34.940334128878284
1665,100576,Oras Buftea,34.93776376943213
395,29092,Diosig,34.927880226401314
2759,157031,Gavojdia,34.899615548910724
1994,118691,Panet,34.862200764433716
2893,163208,Cretesti,34.85630066322771
206,16551,Godeni,34.84723369116433
1698,101902,Ciolpani,34.84679042719749
961,61620,Cumpana,34.84354628422425
825,53327,Mehadica,34.83754512635379
1199,73736,Poiana Mare,34.830166954519285
2802,159259,Victor Vlad Delamarina,34.82999128160419
220,17496,Mosoaia,34.82752259730677
2656,152797,Dracsenei,34.80916030534351
1036,64871,Turia,34.80769230769231
412,30229,Olcea,34.805072804133395
3023,172894,Salatrucel,34.79977439368302
1452,87576,Oras Hateg,34.79302086897024
1603,97321,Gropnita,34.79117415287628
1021,64194,Cernat,34.77598293203292
1539,93851,Lehliu,34.77182539682539
453,32483,Oras Beclean,34.76698829809074
1574,95612,Alexandru I. Cuza,34.76169654569305
1132,70502,Oras Segarcea,34.7453593526892
1566,95088,Barnova,34.73867595818815
46,6048,Noslac,34.721289456010744
1312,78711,Baia De Fier,34.686346863468636
2226,130614,Berceni,34.68627450980392
1817,107519,Budesti,34.6797225622195
721,46910,Glodeanu-Silistea,34.67770975873245
1561,94688,Valea Ciorii,34.67128027681661
3116,178938,Gologanu,34.6677030703459
345,26320,Sarata,34.65507876154264
2009,119661,Suplac,34.64651915812196
3093,177726,Slobozia Ciorasti,34.643288996372426
985,62878,Sacele,34.64154892726321
2008,119625,Stanceni,34.64106844741235
183,14922,Bughea De Jos,34.6202266051196
1411,85467,Sacel,34.5945945945946
1962,116439,Cuci,34.59244532803181
2553,148514,Forasti,34.58791208791209
182,14851,Budeasa,34.58646616541353
2827,159847,Beidaud,34.57943925233645
2978,169119,Caineni,34.56924754634678
2997,170792,Lapusata,34.553089382123574
163,13524,Valea Mare Pravat,34.55039227519614
3038,174085,Valea Mare,34.547244094488185
938,60534,Oras Techirghiol,34.530386740331494
1382,83785,Atid,34.51208594449418
1952,115851,Breaza,34.509803921568626
2118,125588,Garcov,34.50261780104712
2089,124411,Stefan Cel Mare,34.50177235131942
2521,146744,Municipiul Vatra Dornei,34.497625137011326
49,6217,Pianu,34.496919917864474
176,14405,Berevoesti,34.49177877428998
1056,65645,Motaieni,34.488836662749705
60,7099,Sasciori,34.48630842083591
1246,75613,Balasesti,34.484743811168684
94,9930,Beliu,34.478577202910266
1499,91688,Turdas,34.472598703594585
2292,134194,Manesti,34.467408585055644
2350,137504,Crucisor,34.46487505893446
81,9360,Sofronea,34.46166394779772
2078,123709,Poienari,34.44897959183674
1375,83428,Oras Baile Tusnad,34.44691907943579
1838,108473,Poienile De Sub Munte,34.43735035913807
2130,126148,Cilieni,34.42873519296905
3180,180091,Racsa,34.41345365053323
3107,178607,Vanatori,34.39523892875897
249,19392,Uda,34.37908496732026
1791,105972,Vanatorii Mici,34.3715545755237
766,50022,Valea Ramnicului,34.369565217391305
1537,93771,Independenta,34.35517970401691
2415,141232,Garbou,34.35462842242503
562,38848,Romanesti,34.349206349206355
774,50549,Unguriu,34.348290598290596
563,38893,Santa Mare,34.34197886647454
708,46019,Cernatesti,34.33912758281404
700,45496,Bradeanu,34.33766233766234
1608,97553,Ipatele,34.32494279176201
2593,150445,Saru Dornei,34.32448036951501
1461,88261,Beriu,34.30555555555556
1127,70110,Podari,34.29132452695466
109,10765,Ususau,34.2911877394636
2703,154665,Tatarastii De Sus,34.284440481497995
159,13301,Oras Mioveni,34.27739920499716
1159,71858,Ciupercenii Noi,34.25968109339408
989,63045,Topalu,34.25531914893617
1846,108712,Satulung,34.23821548821549
2542,147884,Crucea,34.237492465340566
696,45245,Bisoca,34.23057389537836
902,58259,Jucu,34.22733077905492
1592,96664,Cucuteni,34.22018348623853
3047,174744,Municipiul Focsani,34.21260049393096
507,35312,Urmenis,34.21052631578947
1491,90994,Romos,34.20935412026726
2844,160564,Izvoarele,34.20899007589025
2484,144964,Merghindeal,34.20634920634921
197,15983,Cotmeana,34.20365535248042
343,26118,Vultureni,34.19092755585646
1091,67737,I. L. Caragiale,34.184239733629305
1027,64425,Ilieni,34.177215189873415
2203,129745,Vadastrita,34.1733486063383
2366,138431,Paulesti,34.169603980924734
2629,151816,Nanov,34.16475221529373
549,38063,Mihai Eminescu,34.16343572919773
1538,93815,Jegalia,34.156259076386874
1370,83133,Municipiul Odorheiu Secuiesc,34.151420973374776
2770,157585,Margina,34.13830954994512
1342,80846,Matasari,34.13664596273292
1628,98649,Probota,34.13361169102296
2500,145738,Seica Mica,34.12322274881517
804,52115,Cornea,34.11602209944751
1615,97919,Miroslava,34.10215083643639
2846,160644,Jurilovca,34.09655172413793
3121,179221,Oras Bragadiru,34.09230478529926
62,7348,Sancel,34.090909090909086
3102,178279,Urechesti,34.08888888888889
3036,173935,Tomsani,34.08577878103837
894,57706,Floresti,34.07783116806075
1956,116126,Chiheru De Jos,34.074662430500396
2636,152038,Babaita,34.064516129032256
456,32633,Bistrita Bargaului,34.057174271577786
970,62137,Mereni,34.05288720992984
1664,100549,Slobozia,34.04699738903395
457,32660,Branistea,34.037558685446015
1596,96904,Dolhesti,34.019653720168456
2968,168372,Oras Babeni,34.01360544217687
1648,99922,Tutora,34.00655021834061
2904,163967,Gherghesti,33.98692810457516
2100,124938,Alexandru Cel Bun,33.971673648513864
867,55687,Apahida,33.96242601012267
9,1936,Oras Zlatna,33.95033860045147
737,48021,Odaile,33.94648829431438
1738,103639,Hotarele,33.931777378815084
1573,95499,Ion Neculce,33.92551369863014
1294,77536,Vladesti,33.92344497607655
1680,101083,Belciugatele,33.92204628501827
207,16613,Harsesti,33.90297684674752
1105,68431,Poiana,33.90131345402911
1523,93236,Cosambesti,33.90052356020942
621,41578,Parau,33.90029325513196
1973,117113,Glodeni,33.88928317955997
98,10195,Bocsig,33.88643067846608
667,43698,Racovita,33.88625592417062
1398,84594,Lazarea,33.88429752066116
205,16506,Draganu,33.88235294117647
828,53425,Paltinis,33.87951807228916
2094,124661,Timisesti,33.87878787878788
2177,128472,Radomiresti,33.87703889585947
2976,168960,Bunesti,33.8768115942029
212,16944,Lunca Corbului,33.876221498371336
2816,159482,Valcani,33.86243386243386
1965,116590,Eremitu,33.8570054504649
629,41943,Soars,33.84426732066217
1120,69394,Visinesti,33.83606557377049
3124,179310,Dobroesti,33.82985419070597
2786,158449,Sacosu Turcesc,33.8012560029553
260,20359,Letea Veche,33.79598662207358
1094,67906,Lunguletu,33.78942486085344
1979,117550,Ibanesti,33.7877030162413
201,16365,Darmanesti,33.78145467080317
354,26699,Oras Alesd,33.75422773393461
2714,155083,Beciu,33.74792703150912
1930,114417,Sangeorgiu De Mures,33.72188861415283
25,4142,Cricau,33.7132573485303
1975,117275,Grebenisu De Campie,33.70452858203415
2569,149370,Manastirea Humorului,33.70418848167539
529,36907,Cristesti,33.7027027027027
611,41088,Harman,33.69776053606066
1280,77028,Priponesti,33.69627507163324
860,55311,Sandulesti,33.6950314106225
104,10453,Conop,33.6950314106225
3175,180028,Porumbesti,33.68828654404646
2188,129095,Stoenesti,33.677349266702876
1304,78141,Municipiul Motru,33.663698975306566
897,57902,Gilau,33.657135038993026
812,52856,Forotic,33.655274888558694
2201,129656,Valea Mare,33.6457984599933
1844,108669,Rozavlea,33.64416262588586
934,60419,Municipiul Constanta,33.6092280609645
911,58794,Palatca,33.6
857,55160,Mica,33.5934848998982
994,63170,Vulturu,33.57015985790409
303,23127,Izvoru Berheciului,33.56973995271868
2016,120076,Vargata,33.566878980891715
936,60482,Municipiul Mangalia,33.55101551734468
2064,122864,Grinties,33.5490293678447
740,48227,Panatau,33.5423197492163
3148,179757,Herasti,33.52668213457077
971,62191,Mihail Kogalniceanu,33.518339768339764
296,22665,Gaiceana,33.51724137931035
1236,75114,Sendreni,33.512880562060886
1607,97517,Horlesti,33.506493506493506
129,11842,Savarsin,33.50232361639206
1409,85341,Praid,33.501622791200866
1532,93628,Gheorghe Lazar,33.495670995671
1524,93281,Cuza Voda,33.49426674713337
1892,112030,Gruia,33.485818847209515
1847,108794,Sacalaseni,33.4855403348554
2238,131274,Poiana Campina,33.48362600854295
2493,145355,Racovita,33.47584437793929
167,13819,Albestii De Arges,33.47305389221557
2013,119858,Taureni,33.46508563899868
434,31565,Tarcea,33.461353816610654
4,1348,Municipiul Blaj,33.45629797108348
16,3039,Bistra,33.4548294714918
2987,169896,Francesti,33.45120226308345
2149,127144,Gostavatu,33.4453781512605
982,62761,Poarta Alba,33.44519015659955
691,44863,Amaru,33.44298245614035
2909,164339,Iana,33.436917339962704
393,29001,Curtuiseni,33.43527013251784
131,11995,Seleus,33.43023255813954
719,46830,Ghergheasa,33.42696629213483
622,41621,Poiana Marului,33.421851289833086
3100,178117,Tulnici,33.402428190701805
749,48968,Ramnicelu,33.381754793724575
672,43929,Scortaru Nou,33.36510962821735
146,12572,Varadia De Mures,33.35766423357664
1269,76601,Ivesti,33.35005644048664
1369,82895,Oras Rovinari,33.34275751578551
2432,142373,Poiana Blenchii,33.33333333333333
2712,154978,Zambreasca,33.33333333333333
259,20313,Hemeius,33.326852031888
545,37823,Ibanesti,33.3117723156533
1243,75472,Oras Targu Bujor,33.31039229181005
1818,107546,Calinesti,33.30766268771659
587,40198,Municipiul Brasov,33.29968112480455
236,18554,Salatrucu,33.295128939828075
50,6271,Poiana Vadului,33.294392523364486
1315,78873,Bengesti-Ciocadia,33.25688073394495
1755,104387,Niculesti,33.252353477072575
3131,179533,Oras Popesti Leordeni,33.24972045090514
741,48325,Oras Patarlagele,33.24233178095391
22,3958,Cetatea De Balta,33.22119428090833
2010,119723,Suseni,33.19480519480519
1984,117998,Lunca,33.194372068785825
2884,162559,Blagesti,33.1758034026465
1708,102348,Crevedia Mare,33.174980205859065
2042,121386,Bira,33.16487681617183
632,42076,Ticusu,33.16326530612245
2626,151736,Islaz,33.15468940316687
2040,121297,Bicaz-Chei,33.14191960623462
581,39942,Lozna,33.13840155945419
152,12876,Zimandu Nou,33.12663963749106
702,45619,Breaza,33.11036789297659
1112,68887,Selaru,33.10147299509001
2431,142337,Plopis,33.09315491507977
2999,170952,Lungesti,33.085194375516956
80,9333,Livada,33.0834114339269
544,37770,Hudesti,33.082234777150035
557,38580,Prajeni,33.07240704500978
1037,64906,Valea Crisului,33.067517278043596
37,5103,Jidvei,33.064516129032256
3157,179846,Coltau,33.060853769300635
1577,95792,Baltati,33.02752293577982
2012,119803,Sincai,33.02675585284281
1672,100781,Adunatii-Copaceni,33.021442495126706
148,12689,Varfurile,33.00270513976555
876,56354,Caianu,33.000499251123316
2531,147161,Botosana,33.000475511174514
1119,69330,Visina,32.99161230195713
3010,171879,Orlesti,32.99101412066752
515,36060,Oras Saveni,32.97035692679976
835,53728,Rusca Montana,32.96985246953175
633,42101,Ucea,32.958199356913184
2606,151246,Zamostea,32.95454545454545
2791,158699,Sanmihaiu Roman,32.95420974889217
1959,116288,Craciunesti,32.92645712541959
2734,155724,Beba Veche,32.908366533864545
472,33435,Lechinta,32.893652102225886
351,26564,Municipiul Oradea,32.88950156773705
2581,149968,Preutesti,32.88541855819865
1454,87665,Oras Simeria,32.8706957132818
685,44462,Visani,32.84868066774367
307,23387,Magiresti,32.838427947598255
1600,97090,Golaiesti,32.83779319458209
2937,166529,Tutova,32.831916285153696
608,40955,Feldioara,32.82239253582139
1272,76692,Matca,32.82040898967402
1782,105605,Ulmeni,32.807731434384536
1118,69303,Valeni-Dambovita,32.80346820809248
2492,145293,Porumbacu De Jos,32.803412175261734
1630,98738,Romanesti,32.77545327754533
3064,175732,Carligele,32.77378097521982
1040,65011,Zagon,32.76026743075454
3021,172698,Rosiile,32.758620689655174
459,32768,Budesti,32.75737940964723
1057,65681,Oras Gaesti,32.7504612176145
2105,125114,Ghindaoani,32.74670018856065
2043,121466,Bargauani,32.738896366083445
91,9798,Apateu,32.73510409188801
1751,104243,Moara Vlasiei,32.73464658169177
6,1696,Oras Cugir,32.71893626776708
592,40367,Oras Rasnov,32.70465489566613
2351,137540,Culciu,32.70156438026474
2416,141312,Halmasd,32.687129779213784
2692,154184,Segarcea-Vale,32.68663011387601
1856,109176,Oras Somcuta Mare,32.68562401263823
551,38241,Mihalaseni,32.667332667332666
227,17913,Poienarii De Arges,32.640586797066014
1819,107582,Cernesti,32.639355271994624
3070,176212,Garoafa,32.63888888888889
150,12812,Zarand,32.618825722273996
2424,141946,Marca,32.61287223823247
1317,79004,Balteni,32.61220536002583
425,31011,Salard,32.60320134793597
627,41854,Sinca,32.57363253856943
1793,106363,Grosi,32.55993812838361
1604,97394,Grozesti,32.55131964809384
548,37958,Manoleasa,32.54809579897919
1584,96192,Ciortesti,32.52652519893899
2232,130954,Oras Azuga,32.51659009698826
2234,131069,Oras Boldesti-Scaeni,32.515468316620435
2568,149316,Malini,32.5012398743594
3053,175055,Oras Panciu,32.4996743519604
1001,63318,Saligny,32.49866808737347
2608,151433,Comanesti,32.48677248677249
443,32027,Oras Valea Lui Mihai,32.48600223964166
809,52721,Domasnea,32.46268656716418
2488,145140,Nocrich,32.45393634840871
1053,65477,Sotanga,32.45134858313418
480,33845,Micestii De Campie,32.44803695150115
442,31976,Vadu Crisului,32.43412797992472
3025,172992,Sinesti,32.421680755842864
2857,161133,Pardina,32.421052631578945
463,33015,Chiochis,32.41970021413276
2693,154228,Silistea,32.41881298992161
3098,177986,Tataranu,32.41639697950377
977,62486,Oltina,32.377656945130994
1261,76255,Fartanesti,32.37745098039216
2265,132645,Chiojdeanca,32.37639553429027
1948,115637,Balauseri,32.3744769874477
1966,116652,Ernei,32.37334454488123
2259,132379,Boldesti-Gradistea,32.37082066869301
155,12938,Zadareni,32.369204593789874
868,55776,Aschileu,32.34782608695652
1971,116983,Gheorghe Doja,32.325776658270364
1088,67595,Gura Ocnitei,32.324598478444635
618,41417,Mandra,32.31756214915798
2754,156712,Dudestii Vechi,32.31416549789621
2979,169182,Copaceni,32.31055323105532
1228,74891,Galiciuica,32.29706390328152
2280,133508,Gorgota,32.29524276606179
2879,162194,Banca,32.28382386493269
409,30014,Madaras,32.28101378390396
596,40492,Oras Zarnesti,32.2648671446647
2591,150356,Stulpicani,32.25874867444327
742,48487,Pietroasele,32.2435174746336
85,9538,Oras Ineu,32.24245511269579
586,40035,Adaseni,32.237442922374434
438,31789,Tinca,32.22276661767108
1660,100344,Roscani,32.21070811744387
188,15313,Cepari,32.19178082191781
730,47453,Merei,32.19078708741386
968,62020,Istria,32.19037871033777
573,39532,Unteni,32.15449046067938
2814,159464,Sandra,32.149901380670606
510,35759,Curtesti,32.148972602739725
75,8826,Vintu De Jos,32.14605734767025
3026,173061,Slatioara,32.13499633162142
1707,102286,Crevedia,32.134877107454805
2855,161053,Nufaru,32.1113074204947
2975,168880,Bujoreni,32.10341365461847
2485,144991,Micasasa,32.09668353007307
1264,76353,Fundeni,32.096416111639705
269,20910,Oras Slanic-Moldova,32.096385542168676
2848,160724,Mahmudia,32.068486811661266
2189,129111,Stoicanesti,32.06288708909004
2785,158396,Remetea Mare,32.06239168110919
360,26975,Municipiul Salonta,32.05820677384508
2482,144893,Marpod,32.05673758865248
2773,157781,Moravita,32.05417607223476
1277,76932,Oancea,32.04708960104644
1306,78329,Oras Targu Carbunesti,32.04215323269723
1093,67835,Ludesti,32.03834510595358
194,15741,Corbeni,32.031767041694245
3071,176301,Gugesti,32.02952029520295
3044,174502,Diculesti,32.020997375328086
2924,165416,Pogana,32.016129032258064
267,20821,Oras Comanesti,32.0078903654485
1111,68789,Salcioara,32.00382897255903
1725,103087,Gaiseni,32.000946073793756
695,45101,Berca,32.0
317,24089,Parincea,31.986062717770036
3117,178947,Obrejita,31.975403535741737
1943,115307,Bahnea,31.962481962481963
1175,72579,Gangiova,31.96186653286503
1426,86339,Voslabeni,31.94868662186927
1913,113395,Punghina,31.948291782086795
690,44845,Municipiul Ramnicu Sarat,31.943231441048038
2998,170872,Livezi,31.92771084337349
2080,123914,Raucesti,31.920989143546443
655,43117,Frecatei,31.916817359855337
1038,64942,Valcele,31.913580246913583
2772,157736,Manastiur,31.91176470588235
1064,66081,Oras Titu,31.897695741343952
600,40633,Bran,31.89732142857143
843,54305,Ticvaniu Mare,31.896551724137932
3042,174290,Zatreni,31.894618834080717
1999,118995,Raciu,31.891312120128713
2054,122249,Damuc,31.886477462437394
178,14584,Bogati,31.88526872737399
3048,174780,Campineanca,31.87150837988827
3005,171325,Mihaesti,31.870262647629122
794,51662,Brebu Nou,31.868131868131865
2398,140280,Bobota,31.866666666666667
1263,76317,Frumusita,31.8588127435251
3159,179864,Oncesti,31.84713375796178
232,18331,Ratesti,31.835363292734147
2358,137899,Homoroade,31.828113619810633
2077,123674,Podoleni,31.81126331811263
998,63286,Costinesti,31.80835734870317
2246,131817,Oras Valenii De Munte,31.806615776081426
44,5755,Miraslau,31.802120141342755
1019,64096,Bretcu,31.800766283524908
2970,168559,Barbatesti,31.786627694556085
70,8096,Oras Teius,31.782814614343707
452,32394,Municipiul Bistrita,31.769990550039484
2421,141722,Ip,31.768231768231768
2227,130678,Blejoi,31.755241988658845
2620,151558,Voitinel,31.75438596491228
461,32884,Cetate,31.752305665349144
2596,150702,Ulma,31.726190476190474
517,36202,Avrameni,31.72554347826087
1444,87077,Oras Petrila,31.701772995908474
2289,134014,Magurele,31.699092088197144
479,33765,Mariselu,31.690140845070424
3155,179828,Rosiori,31.677419354838708
1591,96637,Cristesti,31.67237620678916
3072,176338,Gura Calitei,31.672256827982746
1734,103443,Gradistea,31.654105513685042
960,61559,Crucea,31.645056726094
2388,139704,Municipiul Zalau,31.639358781330262
2465,144198,Biertan,31.63651661758519
764,49894,Ulmeni,31.634653077224616
1949,115708,Beica De Jos,31.632047477744806
173,14165,Baiculesti,31.62734906037585
2570,149414,Moara,31.622657580919935
1667,100638,Mitreni,31.616982836495033
3104,178377,Vidra,31.61037188672808
2652,152617,Crangeni,31.606463878326995
2535,147465,Bunesti,31.605275125056842
156,13169,Municipiul Pitesti,31.603263334938482
161,13392,Oras Stefanesti,31.585896241068657
1969,116867,Galesti,31.573754316724223
3016,172340,Pietrari,31.57253149126371
125,11637,Peregu Mare,31.56549520766773
2306,135226,Secaria,31.55291790306627
1814,107403,Bogdan Voda,31.543086172344694
2481,144866,Ludos,31.54121863799283
3105,178475,Vintileasca,31.532663316582916
2428,142177,Napradea,31.52274837511606
228,17968,Poienarii De Muscel,31.522542498152255
2115,125472,Municipiul Caracal,31.514040197030162
3018,172457,Prundeni,31.499107674003568
1282,77126,Scanteiesti,31.493670886075947
744,48682,Podgoria,31.486539211861096
332,25362,Secuieni,31.48148148148148
2992,170346,Gradistea,31.471840984382393
2309,135404,Surani,31.47100424328147
1104,68404,Pietrosita,31.46879756468798
1151,71536,Carpen,31.44273127753304
1762,104680,Prundu,31.44065237088493
400,29467,Girisu De Cris,31.409001956947165
1935,114809,Municipiul Reghin,31.392496156488175
242,18938,Stolnici,31.374949000407998
1071,66474,Bucsani,31.368227731864096
2273,133090,Dumbrava,31.3573883161512
2079,123790,Poiana Teiului,31.35717785399314
226,17851,Pietrosani,31.33833922261484
2467,144303,Blajel,31.332280147446024
2418,141447,Hida,31.324725011956
2065,122908,Grumazesti,31.31572797382566
1298,77595,Cuza Voda,31.310043668122272
1622,98300,Oteleni,31.299011251278554
120,11423,Misca,31.297434044091073
2155,127368,Izbiceni,31.291085984748886
1750,104225,Marsa,31.28158015617823
1217,74554,Urzicuta,31.280678268630073
2574,149655,Ostra,31.27894549340933
2229,130785,Bucov,31.262740049350928
1399,84629,Lueta,31.247931148626286
3043,174496,Titesti,31.239388794567063
1852,108963,Oras Seini,31.23343012245929
2913,164687,Lipovat,31.226765799256505
2327,136278,Batrani,31.223371880706026
454,32544,Oras Nasaud,31.222496511752713
531,37011,Dersca,31.222267043162567
605,40857,Comana,31.215469613259668
1070,66438,Buciumeni,31.212287438288534
891,57546,Dabaca,31.206293706293707
254,19999,Vladesti,31.20094191522763
2522,146799,Adancata,31.191885038038887
1381,83749,Oras Vlahita,31.189972326224975
2514,146432,Scheia,31.18346900438322
1006,63526,Oras Covasna,31.17717521507133
3120,179132,Municipiul Bucuresti,31.16920124161001
1082,67256,Darmanesti,31.156569630212434
3135,179613,Sieu,31.155253528489286
2597,150766,Vadu Moldovei,31.153230112119594
2276,133278,Fantanele,31.1495673671199
2903,163903,Gagesti,31.137724550898206
638,42398,Vulcan,31.13653320069634
1365,82680,Tantareni,31.135449262405007
636,42236,Vistea,31.129943502824858
1657,100317,Fantanele,31.127129750982963
2908,164277,Dimitrie Cantemir,31.125131440588856
2939,166672,Vetrisoaia,31.1241610738255
1612,97777,Madarjac,31.107354184277263
2224,130534,Municipiul Ploiesti,31.106127670051002
1685,101298,Branesti,31.103301117108074
974,62360,Oras Murfatlar,31.102449888641427
2111,125178,Boghicea,31.097560975609756
915,59041,Poieni,31.08641975308642
2858,161151,Peceneaga,31.082062454611474
3139,179659,Negrilesti,31.08108108108108
2722,155243,Municipiul Timisoara,31.07227531771393
778,50923,Oras Baile Herculane,31.06748466257669
1744,103997,Joita,31.061343719571568
2594,150524,Todiresti,31.02668475802804
2466,144232,Barghis,31.022530329289427
1383,83847,Avramesti,31.01851851851852
451,32201,Toboliu,31.0122878876536
1124,69900,Municipiul Craiova,31.01184501104196
1251,75819,Buciumeni,31.008146639511203
261,20411,Magura,31.00269784172662
2501,145765,Sura Mare,30.992798353909468
248,19338,Titesti,30.991630738016738
2062,122702,Girov,30.985915492957744
2966,168229,Alunu,30.98551547855723
2060,122613,Faurei,30.98016336056009
2923,165336,Poienesti,30.975395430579965
2403,140501,Chiesd,30.967078189300413
524,36569,Copalau,30.962219598583236
3150,179775,Sabareni,30.960187353629976
2916,164892,Miclesti,30.94059405940594
1379,83561,Municipiul Gheorgheni,30.936227951153324
218,17398,Mirosi,30.936012691697513
2573,149584,Musenita,30.935251798561154
1063,66009,Branesti,30.932804082789904
1437,86687,Municipiul Deva,30.92994603224183
3123,179285,Oras Chitila,30.929143854637786
2981,169306,Creteni,30.913091309130913
465,33177,Cosbuc,30.902348578491967
2459,143922,Apoldu De Jos,30.902111324376197
486,34173,Petru Rares,30.898287312128623
2391,139884,Oras Simleu Silvaniei,30.893521965748327
2373,138770,Sacaseni,30.89171974522293
1547,94161,Perieti,30.88918380889184
483,33989,Nimigea,30.88269726059471
2302,135020,Rafov,30.880330123796423
2925,165470,Puiesti,30.880311024715358
2926,165611,Pungesti,30.875941339674988
2110,125169,Negresti,30.871590153027277
2977,169039,Cernisoara,30.867611475976496
1262,76282,Foltesti,30.859969558599698
3169,179962,Galbinasi,30.857779428147047
1244,75515,Barcea,30.854650009914735
512,35884,Stauceni,30.84426505213589
2595,150588,Udesti,30.842942991716743
1260,76175,Draguseni,30.84178259844376
2807,159393,Fibis,30.834512022630832
1047,65147,Dalnic,30.831099195710454
1284,77180,Slobozia Conachi,30.82091732398481
79,9280,Fantanele,30.807248764415156
584,39975,Cosula,30.800821355236142
2033,120888,Cordun,30.800542740841248
1004,63394,Municipiul Sfantu Gheorghe,30.784153369215844
2668,153277,Maldaeni,30.782971122357843
71,8158,Unirea,30.775056803837415
570,39328,Trusesti,30.744777475022705
2753,156669,Denta,30.73739653875094
349,26361,Prajesti,30.737062205959226
612,41113,Harseni,30.728893550078656
275,21249,Beresti-Bistrita,30.72289156626506
1958,116224,Cozma,30.714285714285715
2119,125622,Oras Draganesti-Olt,30.713983945923108
565,39051,Sulita,30.709624796084828
1832,108240,Leordina,30.695564516129032
2457,143851,Oras Ocna Sibiului,30.693641618497107
1084,67327,Dragodana,30.693430656934307
2936,166413,Todiresti,30.688854489164086
728,47373,Maracineni,30.67966422962361
642,42472,Holbav,30.671859785783834
1669,100709,Ciocarlia,30.670926517571885
289,22111,Damienesti,30.668504479669195
2480,144795,Loamnes,30.664395229982965
469,33337,Ilva Mare,30.66184074457084
1079,67014,Cornesti,30.661124307205068
487,34235,Prundu Bargaului,30.650095602294453
689,44818,Municipiul Buzau,30.648108836505273
2575,149682,Panaci,30.646022423918843
630,42003,Tarlungeni,30.64049326789984
15,2988,Berghin,30.630068621335
1086,67470,Finta,30.617807389460932
1998,118931,Rastolita,30.61778682959946
1626,98505,Popricani,30.615861763402748
2942,166869,Voinesti,30.61521659992719
283,21720,Casin,30.60853769300636
2544,148006,Oras Dolhasca,30.588761032286893
2663,153106,Izvoarele,30.573566084788027
1654,100273,Bals,30.573476702508962
866,55623,Alunis,30.564430244941427
1449,87291,Municipiul Brad,30.563412583135847
2090,124493,Tarcau,30.544815465729354
2014,119894,Oras Ungheni,30.542609853528628
833,53675,Racasdia,30.528255528255528
1942,115236,Atintis,30.51839464882943
761,49643,Tisau,30.505753278030507
136,12144,Sagu,30.504520268299796
631,42058,Teliu,30.501692828562632
2577,149780,Partestii De Jos,30.489389346037242
1285,77224,Smardan,30.487033523086655
637,42307,Voila,30.485436893203882
30,4366,Galda De Jos,30.48084759576202
